reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,35,13,0,0,0,0,0,0,1,0.09866720001446083,,0.03632720001041889,0.09866720001446083,1.009228200011421,1.009228200011421,1.109215900010895,,,,,,,,,,
