Staircase.thisTrialN,Staircase.stepSize,Staircase.intensity,thisRow.t,notes,Welcome.started,text.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,grating.started,key_resp.started,Fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,Staircase.response,key_resp.rt,Thank_You.started,text_2.started,key_resp_3.started,Thank_You.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,Gender,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart
,,,,,0.0164325,0.0343802,0.0343802,1.798817,space,1.7477074,None,,,,,,,,,,,,,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
0,10,10,1.8171012,,,,,,,,,1.7991999,1.8171012,2.3034667,2.3034667,2.3192345,2.6185027,2.6863667,right,10,1,1,0.3686011,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
1,10,1,2.7029869,,,,,,,,,2.6867925,2.7029869,3.2020763,3.2020763,3.2020763,3.5020899,3.6695109,left,-1,1,1,0.4582968,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
2,10,1,3.6860601,,,,,,,,,3.6698674,3.6860601,4.1685658,4.1685658,4.1858964,4.4690239,4.8032927,left,-1,1,1,0.6295346,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
3,10,1,4.8194344,,,,,,,,,4.803662,4.8194344,5.3192699,5.3192699,5.3192699,5.6195066,5.8862748,left,-1,1,1,0.5612355,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
4,5,1,5.9021504,,,,,,,,,5.8866728,5.9021504,6.3853646,6.3853646,6.4025957,6.685885,6.8363843,left,-1,0,0,0.4406194,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
5,2.5,20,6.8510733,,,,,,,,,6.8367611,6.8510733,7.3499733,7.3499733,7.3499733,7.6512669,7.8182079,left,-20,1,1,0.4657467,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
6,2.5,1,7.8336776,,,,,,,,,7.8183633,7.8336776,8.3173152,8.3173152,8.3344638,8.6182082,8.8512329,right,1,1,1,0.5210717,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
7,2.5,1,8.8674844,,,,,,,,,8.8515912,8.8674844,9.3502335,9.3502335,9.3667882,9.6516643,9.9682398,left,-1,0,0,0.6053872,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
8,2.5,1,9.9841223,,,,,,,,,9.9684479,9.9841223,10.4673319,10.4673319,10.4843059,10.7674159,11.0184825,left,-1,0,0,0.5398048,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
9,1,1,11.0344843,,,,,,,,,11.0187763,11.0344843,11.5182501,11.5182501,11.5339563,11.8179055,12.0341613,left,-1,0,0,0.5079809,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
10,0.5,10,12.0507995,,,,,,,,,12.0343075,12.0507995,12.5355082,12.5355082,12.5518176,12.8337631,13.0006335,left,-10,1,1,0.4556454,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
11,0.5,3.16227766,13.0175667,,,,,,,,,13.0009063,13.0175667,13.5003292,13.5003292,13.5174173,13.8005042,14.1169587,right,3.16227766,1,1,0.6161924,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
12,0.5,1,14.1335582,,,,,,,,,14.1171159,14.1335582,14.6192486,14.6192486,14.6356661,14.9185212,15.1692165,left,-1,1,1,0.5386974,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
13,0.5,1,15.1851663,,,,,,,,,15.1696411,15.1851663,15.6831494,15.6831494,15.7009314,15.9852782,16.2361224,right,1,1,1,0.5362104,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
14,0.5,1,16.2529637,,,,,,,,,16.2364865,16.2529637,16.7351268,16.7351268,16.7688078,17.0357098,17.2354649,right,1,1,1,0.4912772,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
15,0.5,1,17.2518803,,,,,,,,,17.235821,17.2518803,17.7356637,17.7356637,17.7526604,18.0350113,18.3025617,right,1,1,1,0.5582507,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
16,0.5,1,18.3189923,,,,,,,,,18.3029378,18.3189923,18.8020895,18.8020895,18.8183683,19.1021235,19.516983,right,1,1,1,0.6985788,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
17,0.5,1,19.5331116,,,,,,,,,19.5172083,19.5331116,20.0168736,20.0168736,20.0339454,20.3176072,20.6346246,left,-1,1,1,0.6068023,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
18,0.5,1,20.6508595,,,,,,,,,20.63496,20.6508595,21.1341489,21.1341489,21.1497376,21.4338209,21.6335097,left,-1,1,1,0.495581,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
19,0.5,1,21.6494745,,,,,,,,,21.6336645,21.6494745,22.1341432,22.1341432,22.1505391,22.4515231,22.6678713,right,1,1,1,0.523545,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
20,0.5,1,22.6833732,,,,,,,,,22.6680828,22.6833732,23.1665584,23.1665584,23.1834357,23.4669105,23.7346497,left,-1,1,1,0.5662239,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
21,0.5,1,23.7504243,,,,,,,,,23.7349827,23.7504243,24.233719,24.233719,24.2501776,24.533266,25.1843046,right,1,1,1,0.9449851,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
22,0.5,1,25.2014453,,,,,,,,,25.1845575,25.2014453,25.68432,25.68432,25.7005206,25.9841217,26.2331309,left,-1,1,1,0.5448436,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
23,0.5,1,26.2495872,,,,,,,,,26.2332923,26.2495872,26.7339862,26.7339862,26.7499759,27.0340826,27.3667297,left,-1,1,1,0.6245482,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
24,0.5,1,27.3832528,,,,,,,,,27.366931,27.3832528,27.8679259,27.8679259,27.8846443,28.1680329,28.3522213,left,-1,1,1,0.4693307,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
25,0.5,1,28.3679767,,,,,,,,,28.3526124,28.3679767,28.8517695,28.8517695,28.8686213,29.1520806,29.3524513,right,1,1,1,0.4956794,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
26,0.5,1,29.3683326,,,,,,,,,29.3528428,29.3683326,29.8509877,29.8509877,29.8670393,30.1519432,30.6367164,right,1,1,1,0.7813306,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
27,0.5,1,30.6521516,,,,,,,,,30.6371777,30.6521516,31.1521728,31.1521728,31.1521728,31.4522256,32.4353684,left,-1,1,1,1.2724604,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
28,0.5,1,32.4516071,,,,,,,,,32.4357193,32.4516071,32.9346505,32.9346505,32.9518531,33.2362598,33.4882246,left,-1,1,1,0.5515028,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
29,0.5,1,33.5018965,,,,,,,,,33.4885635,33.5018965,34.0018963,34.0018963,34.0018963,34.3015222,34.4690963,left,-1,1,1,0.4575537,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
30,0.5,1,34.4853084,,,,,,,,,34.4694271,34.4853084,34.9680735,34.9680735,34.9848051,35.2683859,35.5206047,right,1,1,1,0.5493491,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
31,0.5,1,35.5343141,,,,,,,,,35.5209477,35.5343141,36.034979,36.034979,36.034979,36.334913,36.4689408,right,1,1,1,0.4290581,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
32,0.5,1,36.4848055,,,,,,,,,36.4693874,36.4848055,36.968143,36.968143,36.9857097,37.2680639,37.5177118,left,-1,0,0,0.5384378,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
33,0.5,1,37.5337196,,,,,,,,,37.5180886,37.5337196,38.0178836,38.0178836,38.034437,38.318552,38.5356773,right,1,1,1,0.5102228,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
34,0.5,1,38.5515684,,,,,,,,,38.5360801,38.5515684,39.034582,39.034582,39.0517639,39.3351311,39.7686489,right,1,1,1,0.7288159,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
35,0.5,1,39.7849044,,,,,,,,,39.7690836,39.7849044,40.268156,40.268156,40.2841107,40.5680937,40.8517815,right,1,1,1,0.5737025,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
36,0.5,1,40.8677784,,,,,,,,,40.8520956,40.8677784,41.3508901,41.3508901,41.3686984,41.6513617,41.8523435,right,1,1,1,0.4960099,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
37,0.5,1,41.867639,,,,,,,,,41.8528352,41.867639,42.3518293,42.3518293,42.3681317,42.6512489,42.902487,left,-1,1,1,0.5448738,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
38,0.5,1,42.9175478,,,,,,,,,42.9028122,42.9175478,43.4179269,43.4179269,43.4179269,43.7178099,43.9857084,left,-1,1,1,0.5595007,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
39,0.5,1,44.001564,,,,,,,,,43.9860843,44.001564,44.484453,44.484453,44.5016876,44.7845232,44.9350628,left,-1,1,1,0.4403514,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
40,0.5,1,44.9516319,,,,,,,,,44.9354232,44.9516319,45.4345846,45.4345846,45.451372,45.7347575,46.4185405,left,-1,1,1,0.9745208,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
41,0.5,1,46.4343577,,,,,,,,,46.4190131,46.4343577,46.9180479,46.9180479,46.9348692,47.2182305,47.6187038,left,-1,1,1,0.6907612,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
42,0.5,1,47.6346478,,,,,,,,,47.6191021,47.6346478,48.1183704,48.1183704,48.1349122,48.4181012,48.6014274,right,1,0,0,0.4739656,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
43,0.5,1,48.6180166,,,,,,,,,48.601766,48.6180166,49.1014147,49.1014147,49.1177321,49.4019249,49.6335302,right,1,1,1,0.5297805,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
44,0.5,1,49.6501111,,,,,,,,,49.6337269,49.6501111,50.1345295,50.1345295,50.1513698,50.4334885,50.7514938,left,-1,1,1,0.6012716,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
45,0.5,1,50.7679876,,,,,,,,,50.7518703,50.7679876,51.2681486,51.2681486,51.2681486,51.5680102,51.8186972,left,-1,1,1,0.5413354,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
46,0.5,1,51.8345005,,,,,,,,,51.8190444,51.8345005,52.3344853,52.3344853,52.3344853,52.6349928,52.8019821,right,1,1,1,0.4574446,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
47,0.5,1,52.8178468,,,,,,,,,52.8024429,52.8178468,53.3173359,53.3173359,53.3335348,53.6173253,53.9325819,left,-1,1,1,0.6008014,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
48,0.5,1,53.9503905,,,,,,,,,53.9328705,53.9503905,54.4325417,54.4325417,54.4668286,54.7319925,54.9858033,right,1,1,1,0.541466,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
49,0.5,1,55.0007717,,,,,,,,,54.9861566,55.0007717,55.5007037,55.5007037,55.5007037,55.8161547,56.0336469,right,1,1,1,0.5179055,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
50,0.5,1,56.0500853,,,,,,,,,56.0340546,56.0500853,56.5333238,56.5333238,56.5504154,56.8339393,57.0996402,left,-1,1,1,0.5527108,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
51,0.5,1,57.1157976,,,,,,,,,57.0998007,57.1157976,57.5989891,57.5989891,57.6162039,57.9001118,58.2330963,right,1,1,1,0.6230768,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
52,0.5,1,58.2486897,,,,,,,,,58.2333992,58.2486897,58.7323897,58.7323897,58.7486254,59.0339559,59.9339867,left,-1,1,1,1.1970502,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
53,0.5,1,59.9497101,,,,,,,,,59.9343539,59.9497101,60.4486207,60.4486207,60.4486207,60.7488892,61.0995173,right,1,1,1,0.6438458,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
54,0.5,1,61.1154358,,,,,,,,,61.0997169,61.1154358,61.6008182,61.6008182,61.6179148,61.9007435,62.1687043,right,1,1,1,0.5511789,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
55,0.5,1,62.1838877,,,,,,,,,62.1690308,62.1838877,62.6839609,62.6839609,62.6839609,62.9843947,63.1847612,right,1,1,1,0.4884054,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
56,0.5,1,63.2000888,,,,,,,,,63.185167,63.2000888,63.7008202,63.7008202,63.7008202,64.0005452,64.2678996,left,-1,1,1,0.557005,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
57,0.5,1,64.2837194,,,,,,,,,64.2683027,64.2837194,64.7676458,64.7676458,64.7836185,65.067385,65.2854893,right,1,1,1,0.5128764,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
58,0.5,1,65.3005351,,,,,,,,,65.2858334,65.3005351,65.8008319,65.8008319,65.8008319,66.1013059,66.4841282,right,1,1,1,0.6765976,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
59,0.5,1,66.5009803,,,,,,,,,66.4845031,66.5009803,66.9843779,66.9843779,67.0003942,67.2841929,67.6345951,left,-1,1,1,0.6344639,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
60,0.5,1,67.6502644,,,,,,,,,67.6349668,67.6502644,68.1352924,68.1352924,68.1505802,68.4511857,68.6850592,right,1,1,1,0.5462933,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
61,0.5,1,68.7013031,,,,,,,,,68.6854059,68.7013031,69.2010383,69.2010383,69.2010383,69.5007167,69.6528051,right,1,1,1,0.450694,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
62,0.5,1,69.6677322,,,,,,,,,69.6532177,69.6677322,70.1672384,70.1672384,70.1672384,70.466703,70.6515853,right,1,1,1,0.4782447,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
63,0.5,1,70.6672588,,,,,,,,,70.6519393,70.6672588,71.1501603,71.1501603,71.1671833,71.4514594,71.6350408,right,1,1,1,0.4718668,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
64,0.5,1,71.6507082,,,,,,,,,71.6354582,71.6507082,72.1508966,72.1508966,72.1508966,72.4503744,72.6522476,left,-1,1,1,0.4966818,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
65,0.5,1,72.6671073,,,,,,,,,72.6526007,72.6671073,73.1668787,73.1668787,73.1668787,73.4678425,73.6014166,right,1,1,1,0.4178512,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
66,0.5,1,73.6165501,,,,,,,,,73.6017944,73.6165501,74.1167394,74.1167394,74.1167394,74.4172097,74.5514893,right,1,1,1,0.426732,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
67,0.5,1,74.5671395,,,,,,,,,74.5519011,74.5671395,75.0664752,75.0664752,75.0664752,75.3673993,75.5177589,right,1,1,1,0.4486999,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
68,0.5,1,75.5339166,,,,,,,,,75.5181154,75.5339166,76.0171606,76.0171606,76.0338071,76.3172877,76.550898,left,-1,1,1,0.5234768,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
69,0.5,1,76.5668535,,,,,,,,,76.5513112,76.5668535,77.0665833,77.0665833,77.0665833,77.3669945,77.9356736,left,-1,1,1,0.8632549,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
70,0.5,1,77.9506369,,,,,,,,,77.93603,77.9506369,78.450642,78.450642,78.450642,78.750694,78.984956,right,1,1,1,0.5191453,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
71,0.5,1,79.0010187,,,,,,,,,78.9853851,79.0010187,79.5004352,79.5004352,79.5004352,79.800611,80.0016832,right,1,1,1,0.49569,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
72,0.5,1,80.0177681,,,,,,,,,80.0021244,80.0177681,80.5173904,80.5173904,80.5173904,80.8172791,81.0185901,right,1,1,1,0.4973633,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
73,0.5,1,81.0340454,,,,,,,,,81.0190634,81.0340454,81.5335867,81.5335867,81.5335867,81.833705,82.2843856,right,1,0,0,0.7398204,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
74,0.5,1,82.3003387,,,,,,,,,82.2847593,82.3003387,82.7834949,82.7834949,82.8008322,83.0838729,83.4846607,right,1,0,0,0.6846051,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
75,0.5,1,83.500377,,,,,,,,,83.4849813,83.500377,84.0000765,84.0000765,84.0000765,84.2996738,84.8013724,right,1,1,1,0.7965694,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
76,0.5,1,84.8170236,,,,,,,,,84.8017823,84.8170236,85.3165357,85.3165357,85.3165357,85.616972,85.8505829,right,1,1,1,0.5219006,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
77,0.5,1,85.8671312,,,,,,,,,85.8510122,85.8671312,86.3499084,86.3499084,86.3669456,86.6504997,86.7677171,right,1,1,1,0.4015832,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
78,0.5,1,86.7832522,,,,,,,,,86.7680461,86.7832522,87.2830539,87.2830539,87.2830539,87.583933,87.7512644,left,-1,0,0,0.4566638,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
79,0.5,1,87.7671441,,,,,,,,,87.7515984,87.7671441,88.2502799,88.2502799,88.2667881,88.5504075,88.9177357,left,-1,1,1,0.6621241,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
80,0.5,1,88.933663,,,,,,,,,88.9181312,88.933663,89.4333061,89.4333061,89.4333061,89.7333389,90.0318106,right,1,1,1,0.5956983,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
81,0.5,1,90.0484619,,,,,,,,,90.0320079,90.0484619,90.5318366,90.5318366,90.5491369,90.8314938,91.0483844,left,-1,1,1,0.5116859,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
82,0.5,1,91.0653741,,,,,,,,,91.0486038,91.0653741,91.5480974,91.5480974,91.5651559,91.8487376,92.0325136,left,-1,1,1,0.4837888,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
83,0.5,1,92.0478111,,,,,,,,,92.0327784,92.0478111,92.5490764,92.5490764,92.5490764,92.8484399,93.0325884,right,1,0,0,0.4742771,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
84,0.5,1,93.0483292,,,,,,,,,93.0329198,93.0483292,93.5322882,93.5322882,93.5482819,93.8316304,93.9500729,right,1,0,0,0.4130055,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
85,0.5,1,93.965506,,,,,,,,,93.9503683,93.965506,94.4485482,94.4485482,94.46605,94.7481151,94.8159236,left,-1,1,1,0.3520161,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
86,0.5,1,94.8317958,,,,,,,,,94.8161461,94.8317958,95.3169672,95.3169672,95.3334185,95.6163443,95.7655615,left,-1,1,1,0.4335583,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
87,0.5,1,95.7820172,,,,,,,,,95.7657266,95.7820172,96.281521,96.281521,96.2979396,96.5817309,96.7327453,left,-1,1,1,0.446085,,,,,,,,P1,1,Man,,2025-09-03_23h46.10.038,StairCase_Experiment,,2025.1.1,59.71832064,2025-09-03 23h46.15.363747 +0530
