thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
56,0,56,[np.float64(-0.3472222222222222)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.378681600035634],[None],56,0,56,0,59.19507130002603,,5,59.17577919998439,59.19507130002603,59.19507130002603,0.026332099980209023,60.554650800011586,[np.float64(-0.3472222222222222)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.378681600035634],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
57,0,57,[np.float64(0.47638888888888886)],[np.float64(-0.3333333333333333)],[1],[0],[0],[1.4274443999747746],[None],57,0,57,0,60.61219000001438,,5,60.58728229999542,60.61219000001438,60.61219000001438,0.03224569995654747,62.01489059999585,[np.float64(0.47638888888888886)],[np.float64(-0.3333333333333333)],[1],[0],[0],[1.4274443999747746],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
58,0,58,[np.float64(0.3972222222222222)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.0282196999760345],[None],58,0,58,0,62.06191739998758,,5,62.041428399970755,62.06191739998758,62.06191739998758,0.026251900009810925,63.069779800018296,[np.float64(0.3972222222222222)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.0282196999760345],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
59,0,59,[np.float64(-0.4861111111111111)],[np.float64(-0.06805555555555555)],[1],[0],[0],[1.0417570000281557],['Target'],59,0,59,0,63.1118020999711,,5,63.09852910001064,63.1118020999711,63.1118020999711,0.02846340002724901,64.14041980000911,[np.float64(-0.4861111111111111)],[np.float64(-0.06805555555555555)],[1],[0],[0],[1.0417570000281557],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
60,0,60,[np.float64(0.35555555555555557)],[np.float64(-0.16527777777777777)],[1],[0],[0],[0.8894957000156865],['Target'],60,0,60,0,64.17828300001565,,5,64.16450920002535,64.17828300001565,64.17828300001565,0.023829500016290694,65.05420249997405,[np.float64(0.35555555555555557)],[np.float64(-0.16527777777777777)],[1],[0],[0],[0.8894957000156865],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
61,0,61,[np.float64(0.2638888888888889)],[np.float64(-0.0125)],[1],[0],[0],[1.1282816999591887],['Target'],61,0,61,0,65.09600369998952,,5,65.07699919998413,65.09600369998952,65.09600369998952,0.022414000006392598,66.20547210000223,[np.float64(0.2638888888888889)],[np.float64(-0.0125)],[1],[0],[0],[1.1282816999591887],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
62,0,62,[np.float64(0.4388888888888889)],[np.float64(0.14583333333333334)],[1],[0],[0],[0.8942194000119343],['Target'],62,0,62,0,66.27822679997189,,10,66.25427330000093,66.27822679997189,66.27822679997189,0.04821239999728277,67.14863780001178,[np.float64(0.4388888888888889)],[np.float64(0.14583333333333334)],[1],[0],[0],[0.8942194000119343],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
63,0,63,[np.float64(-0.22083333333333333)],[np.float64(-0.3277777777777778)],[1],[0],[0],[0.9607669000397436],[None],63,0,63,0,67.21185680001508,,10,67.18613950000145,67.21185680001508,67.21185680001508,0.03690950002055615,68.14701720001176,[np.float64(-0.22083333333333333)],[np.float64(-0.3277777777777778)],[1],[0],[0],[0.9607669000397436],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
64,0,64,[np.float64(0.10555555555555556)],[np.float64(0.17916666666666667)],[1],[0],[0],[0.8017639999743551],['Target'],64,0,64,0,68.19463460001862,,10,68.17270900000585,68.19463460001862,68.19463460001862,0.025453299982473254,68.97467319999123,[np.float64(0.10555555555555556)],[np.float64(0.17916666666666667)],[1],[0],[0],[0.8017639999743551],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
65,0,65,[np.float64(-0.4388888888888889)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.0884938999661244],[None],65,0,65,0,69.02843950001989,,10,69.01570589997573,69.02843950001989,69.02843950001989,0.04065219999756664,70.10439699998824,[np.float64(-0.4388888888888889)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.0884938999661244],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
66,0,66,[np.float64(0.12222222222222222)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.085153799969703],[None],66,0,66,0,70.14456950000022,,5,70.13512589997845,70.14456950000022,70.14456950000022,0.030239099985919893,71.22046159999445,[np.float64(0.12222222222222222)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.085153799969703],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
67,0,67,[np.float64(-0.12083333333333333)],[np.float64(-0.08055555555555556)],[1],[0],[0],[0.8507963999873027],['Target'],67,0,67,0,71.27853740000864,,10,71.25320269999793,71.27853740000864,71.27853740000864,0.03234080004040152,72.10413200000767,[np.float64(-0.12083333333333333)],[np.float64(-0.08055555555555556)],[1],[0],[0],[0.8507963999873027],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
68,0,68,[np.float64(0.17083333333333334)],[np.float64(0.1597222222222222)],[1],[0],[0],[0.8105232999660075],[None],68,0,68,0,72.14473579998594,,5,72.12576379999518,72.14473579998594,72.14473579998594,0.021158099989406765,72.93643060000613,[np.float64(0.17083333333333334)],[np.float64(0.1597222222222222)],[1],[0],[0],[0.8105232999660075],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
69,0,69,[np.float64(-0.33611111111111114)],[np.float64(-0.22361111111111112)],[1],[0],[0],[0.8515812999685295],[None],69,0,69,0,72.97811780002667,,5,72.96393349999562,72.97811780002667,72.97811780002667,0.027207900013308972,73.81573259999277,[np.float64(-0.33611111111111114)],[np.float64(-0.22361111111111112)],[1],[0],[0],[0.8515812999685295],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
70,0,70,[np.float64(-0.13194444444444445)],[np.float64(-0.33194444444444443)],[1],[0],[0],[0.9969708999851719],[None],70,0,70,0,73.86127679998754,,10,73.8435781999724,73.86127679998754,73.86127679998754,0.027420700003858656,74.84069839998847,[np.float64(-0.13194444444444445)],[np.float64(-0.33194444444444443)],[1],[0],[0],[0.9969708999851719],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
71,0,71,[np.float64(0.21388888888888888)],[np.float64(-0.43333333333333335)],[1],[0],[0],[0.9676226999727078],['Target'],71,0,71,0,74.89484040002571,,5,74.86973029997898,74.89484040002571,74.89484040002571,0.028669900028035045,75.83756259997608,[np.float64(0.21388888888888888)],[np.float64(-0.43333333333333335)],[1],[0],[0],[0.9676226999727078],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
72,0,72,[np.float64(0.25972222222222224)],[np.float64(-0.18194444444444444)],[1],[0],[0],[0.8684233999811113],['Target'],72,0,72,0,75.87750980001874,,10,75.8685633999994,75.87750980001874,75.87750980001874,0.0305549000040628,76.73713740002131,[np.float64(0.25972222222222224)],[np.float64(-0.18194444444444444)],[1],[0],[0],[0.8684233999811113],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
73,0,73,[np.float64(0.26666666666666666)],[np.float64(0.029166666666666667)],[1],[0],[0],[0.5879635000019334],[None],73,0,73,0,76.77842039999086,,5,76.76137299998663,76.77842039999086,76.77842039999086,0.023917200043797493,77.34952769998927,[np.float64(0.26666666666666666)],[np.float64(0.029166666666666667)],[1],[0],[0],[0.5879635000019334],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
74,0,74,[np.float64(-0.10833333333333334)],[np.float64(-0.47638888888888886)],[1],[0],[0],[0.942296199966222],['Target'],74,0,74,0,77.39454750000732,,5,77.37298990000272,77.39454750000732,77.39454750000732,0.023156600014772266,78.3154544000281,[np.float64(-0.10833333333333334)],[np.float64(-0.47638888888888886)],[1],[0],[0],[0.942296199966222],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
75,0,75,[np.float64(-0.49444444444444446)],[np.float64(-0.35138888888888886)],[1],[0],[0],[1.1345710000023246],['Target'],75,0,75,0,78.344722800015,,5,78.33568770001875,78.344722800015,78.344722800015,0.01996770000550896,79.47042199998396,[np.float64(-0.49444444444444446)],[np.float64(-0.35138888888888886)],[1],[0],[0],[1.1345710000023246],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
76,0,76,[np.float64(0.08888888888888889)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.038864600006491],['Target'],76,0,76,0,79.52800679998472,,10,79.5089345999877,79.52800679998472,79.52800679998472,0.03821909998077899,80.54789500002516,[np.float64(0.08888888888888889)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.038864600006491],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
77,0,77,[np.float64(-0.019444444444444445)],[np.float64(-0.4166666666666667)],[1],[0],[0],[0.9762502000085078],[None],77,0,77,0,80.59489040001063,,5,80.57294330000877,80.59489040001063,80.59489040001063,0.024848599976394325,81.54929890000494,[np.float64(-0.019444444444444445)],[np.float64(-0.4166666666666667)],[1],[0],[0],[0.9762502000085078],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
78,0,78,[np.float64(-0.22083333333333333)],[np.float64(0.05138888888888889)],[1],[0],[0],[1.029398399987258],[None],78,0,78,0,81.59505170001648,,5,81.57334080000874,81.59505170001648,81.59505170001648,0.02384759997949004,82.60287399997469,[np.float64(-0.22083333333333333)],[np.float64(0.05138888888888889)],[1],[0],[0],[1.029398399987258],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
79,0,79,[np.float64(-0.3819444444444444)],[np.float64(0.14166666666666666)],[1],[0],[0],[3.2230806999723427],['Target'],79,0,79,0,82.6447385000065,,5,82.63023419998353,82.6447385000065,82.6447385000065,0.027105399989522994,85.85346090001985,[np.float64(-0.3819444444444444)],[np.float64(0.14166666666666666)],[1],[0],[0],[3.2230806999723427],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
80,0,80,[np.float64(0.18472222222222223)],[np.float64(-0.21666666666666667)],[1],[0],[0],[0.94979709998006],['Target'],80,0,80,0,85.89428130001761,,5,85.88142920000246,85.89428130001761,85.89428130001761,0.027688600006513298,86.83141149999574,[np.float64(0.18472222222222223)],[np.float64(-0.21666666666666667)],[1],[0],[0],[0.94979709998006],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
81,0,81,[np.float64(0.25555555555555554)],[np.float64(0.475)],[1],[0],[0],[1.4831740999943577],[None],81,0,81,0,86.87773670000024,,5,86.85384270001668,86.87773670000024,86.87773670000024,0.022178600018378347,88.3371711000218,[np.float64(0.25555555555555554)],[np.float64(0.475)],[1],[0],[0],[1.4831740999943577],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
82,0,82,[np.float64(-0.0875)],[np.float64(0.4361111111111111)],[1],[0],[0],[4.0745004999917],[None],82,0,82,0,88.37784749997081,,5,88.36187750002136,88.37784749997081,88.37784749997081,0.02444510004715994,92.43651939998381,[np.float64(-0.0875)],[np.float64(0.4361111111111111)],[1],[0],[0],[4.0745004999917],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
83,0,83,[np.float64(-0.043055555555555555)],[np.float64(-0.45)],[1],[0],[0],[1.0011494000209495],['Target'],83,0,83,0,92.47755770001095,,5,92.46479970001383,92.47755770001095,92.47755770001095,0.028030999994371086,93.46617630001856,[np.float64(-0.043055555555555555)],[np.float64(-0.45)],[1],[0],[0],[1.0011494000209495],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
84,0,84,[np.float64(-0.025)],[np.float64(0.44722222222222224)],[1],[0],[0],[4.297386099991854],['Target'],84,0,84,0,93.52743790001841,,10,93.51452899997821,93.52743790001841,93.52743790001841,0.04789300000993535,97.81199499999639,[np.float64(-0.025)],[np.float64(0.44722222222222224)],[1],[0],[0],[4.297386099991854],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
85,0,85,[np.float64(-0.38333333333333336)],[np.float64(0.1597222222222222)],[1],[0],[0],[0.9670382999465801],['Target'],85,0,85,0,97.86011619999772,,10,97.83569109998643,97.86011619999772,97.86011619999772,0.023506600002292544,98.80287710000994,[np.float64(-0.38333333333333336)],[np.float64(0.1597222222222222)],[1],[0],[0],[0.9670382999465801],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
86,0,86,[np.float64(0.43333333333333335)],[np.float64(-0.3347222222222222)],[1],[0],[0],[1.20908810000401],[None],86,0,86,0,98.86035329999868,,10,98.84496030001901,98.86035329999868,98.86035329999868,0.04177790001267567,100.05420880002202,[np.float64(0.43333333333333335)],[np.float64(-0.3347222222222222)],[1],[0],[0],[1.20908810000401],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
87,0,87,[np.float64(0.1375)],[np.float64(0.07361111111111111)],[1],[0],[0],[0.8511288000154309],['Target'],87,0,87,0,100.09390209999401,,5,100.08023199997842,100.09390209999401,100.09390209999401,0.02566020004451275,100.93150710000191,[np.float64(0.1375)],[np.float64(0.07361111111111111)],[1],[0],[0],[0.8511288000154309],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
88,0,88,[np.float64(-0.044444444444444446)],[np.float64(0.1597222222222222)],[1],[0],[0],[0.9375903999898583],[None],88,0,88,0,100.96073990000878,,5,100.94901430001482,100.96073990000878,100.96073990000878,0.017264300025999546,101.88676959997974,[np.float64(-0.044444444444444446)],[np.float64(0.1597222222222222)],[1],[0],[0],[0.9375903999898583],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
89,0,89,[np.float64(0.3138888888888889)],[np.float64(-0.07083333333333333)],[0],[0],[1],[1.0262255999841727],[None],89,0,89,0,101.94381030002842,,10,101.93025440000929,101.94381030002842,101.94381030002842,0.04319769999710843,102.95662259997334,[np.float64(0.3138888888888889)],[np.float64(-0.07083333333333333)],[0],[0],[1],[1.0262255999841727],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
90,0,90,[np.float64(0.28888888888888886)],[np.float64(-0.0625)],[1],[0],[0],[0.185062000004109],[None],90,0,90,0,103.02791180001805,,10,103.00108750001527,103.02791180001805,103.02791180001805,0.04411179997259751,103.1862876000232,[np.float64(0.28888888888888886)],[np.float64(-0.0625)],[1],[0],[0],[0.185062000004109],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
91,0,91,[np.float64(-0.25833333333333336)],[np.float64(0.075)],[1],[0],[0],[1.1873900000355206],[None],91,0,91,0,103.22730069997488,,10,103.21580589999212,103.22730069997488,103.22730069997488,0.029179300006944686,104.40335480001522,[np.float64(-0.25833333333333336)],[np.float64(0.075)],[1],[0],[0],[1.1873900000355206],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
92,0,92,[np.float64(-0.1763888888888889)],[np.float64(0.3347222222222222)],[1],[0],[0],[0.688285399985034],[None],92,0,92,0,104.44409770000493,,5,104.43105449998984,104.44409770000493,104.44409770000493,0.02738599997246638,105.11947119998513,[np.float64(-0.1763888888888889)],[np.float64(0.3347222222222222)],[1],[0],[0],[0.688285399985034],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
93,0,93,[np.float64(-0.06388888888888888)],[np.float64(-0.08194444444444444)],[1],[0],[0],[0.9237821000278927],['Target'],93,0,93,0,105.16101400001207,,5,105.14551020000363,105.16101400001207,105.16101400001207,0.0257768000010401,106.06948190002004,[np.float64(-0.06388888888888888)],[np.float64(-0.08194444444444444)],[1],[0],[0],[0.9237821000278927],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
94,0,94,[np.float64(-0.3263888888888889)],[np.float64(-0.33194444444444443)],[1],[0],[0],[1.0070671000285074],[None],94,0,94,0,106.1268442000146,,10,106.11244779999834,106.1268442000146,106.1268442000146,0.04265439999289811,107.11971659999108,[np.float64(-0.3263888888888889)],[np.float64(-0.33194444444444443)],[1],[0],[0],[1.0070671000285074],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
95,0,95,[np.float64(-0.3888888888888889)],[np.float64(-0.13194444444444445)],[1],[0],[0],[0.7379747999948449],[None],95,0,95,0,107.16116209997563,,5,107.14525340002729,107.16116209997563,107.16116209997563,0.02506149996770546,107.88329670001986,[np.float64(-0.3888888888888889)],[np.float64(-0.13194444444444445)],[1],[0],[0],[0.7379747999948449],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
96,0,96,[np.float64(-0.07222222222222222)],[np.float64(0.4527777777777778)],[1],[0],[0],[1.7843516999855638],['Target'],96,0,96,0,107.90992280002683,,5,107.90056709997589,107.90992280002683,107.90992280002683,0.017101399949751794,109.68506559997331,[np.float64(-0.07222222222222222)],[np.float64(0.4527777777777778)],[1],[0],[0],[1.7843516999855638],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
97,0,97,[np.float64(-0.40555555555555556)],[np.float64(0.4)],[1],[0],[0],[1.0218827000353485],['Target'],97,0,97,0,109.74383829999715,,10,109.72505780000938,109.74383829999715,109.74383829999715,0.0397205000044778,110.74706600001082,[np.float64(-0.40555555555555556)],[np.float64(0.4)],[1],[0],[0],[1.0218827000353485],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
98,0,98,[np.float64(-0.25833333333333336)],[np.float64(-0.009722222222222222)],[1],[0],[0],[0.8772969999699853],['Target'],98,0,98,0,110.79390240000794,,5,110.77594339998905,110.79390240000794,110.79390240000794,0.02862150000873953,111.6533827999956,[np.float64(-0.25833333333333336)],[np.float64(-0.009722222222222222)],[1],[0],[0],[0.8772969999699853],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
99,0,99,[np.float64(-0.40555555555555556)],[np.float64(0.45555555555555555)],[1],[0],[0],[1.0070917999837548],['Target'],99,0,99,0,111.71060039999429,,10,111.68943069997476,111.71060039999429,111.71060039999429,0.03577600000426173,112.696637200017,[np.float64(-0.40555555555555556)],[np.float64(0.45555555555555555)],[1],[0],[0],[1.0070917999837548],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
100,0,100,[np.float64(-0.26805555555555555)],[np.float64(0.19583333333333333)],[1],[0],[0],[0.6659192999941297],['Target'],100,0,100,0,112.76041470002383,,10,112.73605970002245,112.76041470002383,112.76041470002383,0.0391364999813959,113.40214850002667,[np.float64(-0.26805555555555555)],[np.float64(0.19583333333333333)],[1],[0],[0],[0.6659192999941297],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
101,0,101,[np.float64(0.10416666666666667)],[np.float64(-0.06944444444444445)],[1],[0],[0],[0.9114331000018865],['Target'],101,0,101,0,113.46027420001337,,10,113.43748740002047,113.46027420001337,113.46027420001337,0.034932599985040724,114.34900930000003,[np.float64(0.10416666666666667)],[np.float64(-0.06944444444444445)],[1],[0],[0],[0.9114331000018865],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
102,0,102,[np.float64(0.41805555555555557)],[np.float64(0.2791666666666667)],[1],[0],[0],[0.9950763999950141],['Target'],102,0,102,0,114.39417400001548,,5,114.37418460001936,114.39417400001548,114.39417400001548,0.025011899997480214,115.36938139999984,[np.float64(0.41805555555555557)],[np.float64(0.2791666666666667)],[1],[0],[0],[0.9950763999950141],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
103,0,103,[np.float64(-0.23055555555555557)],[np.float64(-0.3277777777777778)],[1],[0],[0],[0.9761759999673814],['Target'],103,0,103,0,115.42730989999836,,10,115.40464109997265,115.42730989999836,115.42730989999836,0.03499369998462498,116.38098359998548,[np.float64(-0.23055555555555557)],[np.float64(-0.3277777777777778)],[1],[0],[0],[0.9761759999673814],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
104,0,104,[np.float64(-0.03333333333333333)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.0566555999685079],['Target'],104,0,104,0,116.42697670002235,,10,116.40671190002467,116.42697670002235,116.42697670002235,0.025327700015623122,117.46349220001139,[np.float64(-0.03333333333333333)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.0566555999685079],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
105,0,105,[np.float64(0.34444444444444444)],[np.float64(-0.46944444444444444)],[1],[0],[0],[0.9387481000158004],['Target'],105,0,105,0,117.5103875999921,,5,117.49173599999631,117.5103875999921,117.5103875999921,0.027919000014662743,118.43058280000696,[np.float64(0.34444444444444444)],[np.float64(-0.46944444444444444)],[1],[0],[0],[0.9387481000158004],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
106,0,106,[np.float64(0.30694444444444446)],[np.float64(-0.2777777777777778)],[1],[0],[0],[0.8966729000094347],[None],106,0,106,0,118.47679480002262,,5,118.45546600001398,118.47679480002262,118.47679480002262,0.02451310004107654,119.35228240001015,[np.float64(0.30694444444444446)],[np.float64(-0.2777777777777778)],[1],[0],[0],[0.8966729000094347],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
107,0,107,[np.float64(0.16944444444444445)],[np.float64(0.20277777777777778)],[1],[0],[0],[1.0284419999807142],['Target'],107,0,107,0,119.41140939999605,,10,119.38528739998583,119.41140939999605,119.41140939999605,0.03270780004095286,120.41389369999524,[np.float64(0.16944444444444445)],[np.float64(0.20277777777777778)],[1],[0],[0],[1.0284419999807142],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
108,0,108,[np.float64(0.14166666666666666)],[np.float64(-0.4486111111111111)],[1],[0],[0],[1.45428860001266],['Target'],108,0,108,0,120.46142990002409,,10,120.44065150001552,120.46142990002409,120.46142990002409,0.026408999983686954,121.89504009997472,[np.float64(0.14166666666666666)],[np.float64(-0.4486111111111111)],[1],[0],[0],[1.45428860001266],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
109,0,109,[np.float64(-0.08194444444444444)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.3178817000007257],['Target'],109,0,109,0,121.9432933999924,,10,121.91864280001028,121.9432933999924,121.9432933999924,0.023401399957947433,123.23673720000079,[np.float64(-0.08194444444444444)],[np.float64(-0.3958333333333333)],[1],[0],[0],[1.3178817000007257],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
110,0,110,[np.float64(0.018055555555555554)],[np.float64(-0.16944444444444445)],[1],[0],[0],[0.94905309996102],['Target'],110,0,110,0,123.29325029999018,,10,123.27019259997178,123.29325029999018,123.29325029999018,0.03290509997168556,124.2194125999813,[np.float64(0.018055555555555554)],[np.float64(-0.16944444444444445)],[1],[0],[0],[0.94905309996102],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
111,0,111,[np.float64(-0.10694444444444444)],[np.float64(0.08333333333333333)],[1],[0],[0],[0.8878515000105835],[None],111,0,111,0,124.26018729998032,,5,124.24767830001656,124.26018729998032,124.26018729998032,0.027995600015856326,125.13570899999468,[np.float64(-0.10694444444444444)],[np.float64(0.08333333333333333)],[1],[0],[0],[0.8878515000105835],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
112,0,112,[np.float64(0.31527777777777777)],[np.float64(-0.10277777777777777)],[1],[0],[0],[0.8131484999903478],['Target'],112,0,112,0,125.19321429997217,,10,125.17396530002588,125.19321429997217,125.19321429997217,0.037860299984458834,125.98733219999122,[np.float64(0.31527777777777777)],[np.float64(-0.10277777777777777)],[1],[0],[0],[0.8131484999903478],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
