shape,side,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,rectstim.started,circstim.started,key_resp.started,fixation.stopped,rectstim.stopped,circstim.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,corrKey,correct,congruent,stim_side,resp_side,Final_Instructions.started,text_2.started,key_resp_5.started,Final_Instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,experiment.key_resp.keys,experiment.key_resp.rt,experiment.key_resp.duration,Thank_You.started,ThankYou.started,key_resp_3.started,Thank_You.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,age,gender,date,expName,expVersion,psychopyVersion,frameRate,key_for_square,key_for_circle,expStart,
square,left,37,1,9,q,0.32769120001466945,None,,,,,9,1,37,0,65.77134969999315,,,,,,,,,65.75542359997053,65.77134969999315,65.9545665999758,65.9545665999758,65.9545665999758,65.97109140001703,,,66.28874910000013,,,,q,1,1,left,left,,,,,,,,q,0.32769120001466945,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,38,2,9,p,0.42631800001254305,None,,,,,9,2,38,3,66.3046160999802,,,,,,,,,66.28931640001247,66.3046160999802,66.48825759999454,66.48825759999454,66.48825759999454,66.50469179998618,,,66.92184750002343,,,,p,1,1,right,right,,,,,,,,p,0.42631800001254305,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,39,3,9,p,0.4774102999945171,None,,,,,9,3,39,2,66.93809160002274,,,,,,,,,66.92244360002223,66.93809160002274,67.12151049997192,67.12151049997192,67.12151049997192,67.13791960000526,67.62109720002627,67.62109720002627,67.60531309997896,,,,p,1,0,left,right,,,,,,,,p,0.4774102999945171,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,40,0,10,q,0.4346913999761455,None,,,,,10,0,40,1,67.62109720002627,,,,,,,,,67.60563669999829,67.62109720002627,67.80492149997735,67.80492149997735,67.80492149997735,67.82127150002634,,,68.25502059998689,,,,q,1,0,right,left,,,,,,,,q,0.4346913999761455,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,41,1,10,p,0.4618525000405498,None,,,,,10,1,41,2,68.27136100002099,,,,,,,,,68.25533610000275,68.27136100002099,68.45476749999216,68.45476749999216,68.45476749999216,68.47117229999276,,,68.92168359999778,,,,p,1,0,left,right,,,,,,,,p,0.4618525000405498,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,42,2,10,q,0.5125387000152841,None,,,,,10,2,42,3,68.93795980000868,,,,,,,,,68.92222469998524,68.93795980000868,69.12134229997173,69.12134229997173,69.12134229997173,69.13788900000509,69.62124629999744,69.62124629999744,69.63806540000951,,,,p,0,1,right,right,,,,,,,,q,0.5125387000152841,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,43,3,10,q,0.6036293000215665,None,,,,,10,3,43,0,69.65475310001057,,,,,,,,,69.63842079997994,69.65475310001057,69.83815249998588,69.83815249998588,69.83815249998588,69.85458679997828,70.33762110001408,70.33762110001408,70.45500790001824,,,,q,1,1,left,left,,,,,,,,q,0.6036293000215665,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,44,0,11,q,0.4307206000084989,None,,,,,11,0,44,0,70.47133809997467,,,,,,,,,70.45542780001415,70.47133809997467,70.65479459997732,70.65479459997732,70.65479459997732,70.67104899999686,,,71.08804960001726,,,,q,1,1,left,left,,,,,,,,q,0.4307206000084989,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,45,1,11,p,0.5029698999715038,None,,,,,11,1,45,2,71.10445599997183,,,,,,,,,71.08860349998577,71.10445599997183,71.2877002999885,71.2877002999885,71.2877002999885,71.30430790001992,71.78752790001454,71.78752790001454,71.80457689997274,,,,p,1,0,left,right,,,,,,,,p,0.5029698999715038,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,46,2,11,q,0.5223548999638297,None,,,,,11,2,46,1,71.8207851999905,,,,,,,,,71.80515969998669,71.8207851999905,72.00439120002557,72.00439120002557,72.00439120002557,72.02086460002465,72.50415469997097,72.50415469997097,72.53796390001662,,,,q,1,0,right,left,,,,,,,,q,0.5223548999638297,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,47,3,11,p,0.3195045000175014,None,,,,,11,3,47,3,72.55426569998963,,,,,,,,,72.53859160002321,72.55426569998963,72.73768449999625,72.73768449999625,72.73768449999625,72.75425050000194,,,73.07129940000596,,,,p,1,1,right,right,,,,,,,,p,0.3195045000175014,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,48,0,12,p,0.34894410002743825,None,,,,,12,0,48,3,73.08758290001424,,,,,,,,,73.0719117000117,73.08758290001424,73.27083180000773,73.27083180000773,73.27083180000773,73.28757200000109,,,73.62126480002189,,,,p,1,1,right,right,,,,,,,,p,0.34894410002743825,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,49,1,12,p,0.44864299998153,None,,,,,12,1,49,2,73.63754959998187,,,,,,,,,73.6218746000086,73.63754959998187,73.82082129997434,73.82082129997434,73.82082129997434,73.83758230000967,,,74.27159080002457,,,,p,1,0,left,right,,,,,,,,p,0.44864299998153,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,50,2,12,q,0.4294067000155337,None,,,,,12,2,50,0,74.28779380000196,,,,,,,,,74.27233180002077,74.28779380000196,74.47126329998719,74.47126329998719,74.47126329998719,74.48784289998002,,,74.90470239997376,,,,q,1,1,left,left,,,,,,,,q,0.4294067000155337,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,51,3,12,p,0.31992460001492873,None,,,,,12,3,51,1,74.92104719998315,,,,,,,,,74.90525989996968,74.92104719998315,75.10445290000644,75.10445290000644,75.10445290000644,75.12103350000689,,,75.43825220002327,,,,q,0,0,right,left,,,,,,,,p,0.31992460001492873,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,52,0,13,q,0.4360071000410244,None,,,,,13,0,52,0,75.4544026000076,,,,,,,,,75.43900439998833,75.4544026000076,75.63791940000374,75.63791940000374,75.63791940000374,75.65454509999836,,,76.08847449999303,,,,q,1,1,left,left,,,,,,,,q,0.4360071000410244,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,53,1,13,p,0.5496386999730021,None,,,,,13,1,53,2,76.1043062999961,,,,,,,,,76.08927330002189,76.1043062999961,76.2879359999788,76.2879359999788,76.2879359999788,76.30447919998551,76.78768080001464,76.78768080001464,76.85490520001622,,,,p,1,0,left,right,,,,,,,,p,0.5496386999730021,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,54,2,13,q,0.8210773000027984,None,,,,,13,2,54,1,76.87092030001804,,,,,,,,,76.85555169999134,76.87092030001804,77.05447069997899,77.05447069997899,77.05447069997899,77.0709857000038,77.55419609998353,77.55419609998353,77.88831670000218,,,,q,1,0,right,left,,,,,,,,q,0.8210773000027984,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,55,3,13,p,0.5163304000161588,None,,,,,13,3,55,3,77.90441010001814,,,,,,,,,77.88916969997808,77.90441010001814,78.0877948999987,78.0877948999987,78.0877948999987,78.1045952999848,78.58772950002458,78.58772950002458,78.60472649999429,,,,p,1,1,right,right,,,,,,,,p,0.5163304000161588,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,56,0,14,p,0.524738600011915,None,,,,,14,0,56,3,78.62070590001531,,,,,,,,,78.6052571000182,78.62070590001531,78.80441290000454,78.80441290000454,78.80441290000454,78.82095550000668,79.30433569999877,79.30433569999877,79.33816889999434,,,,p,1,1,right,right,,,,,,,,p,0.524738600011915,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,57,1,14,p,0.32527259999187663,None,,,,,14,1,57,1,79.35444979998283,,,,,,,,,79.33881699998165,79.35444979998283,79.53781479998725,79.53781479998725,79.53781479998725,79.55439080001088,,,79.87163639999926,,,,q,0,0,right,left,,,,,,,,p,0.32527259999187663,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,58,2,14,q,0.6013934999937192,None,,,,,14,2,58,0,79.8875815999927,,,,,,,,,79.87232109997422,79.8875815999927,80.08769349998329,80.08769349998329,80.08769349998329,80.08769349998329,80.58753259998048,80.58753259998048,80.7044735000236,,,,q,1,1,left,left,,,,,,,,q,0.6013934999937192,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,59,3,14,p,0.5258038999745622,None,,,,,14,3,59,2,80.72098809998715,,,,,,,,,80.70489789999556,80.72098809998715,80.90436809998937,80.90436809998937,80.90436809998937,80.9207660999964,81.4039344000048,81.4039344000048,81.4376638000249,,,,p,1,0,left,right,,,,,,,,p,0.5258038999745622,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,60,0,15,q,0.5528643000288866,None,,,,,15,0,60,0,81.45398569997633,,,,,,,,,81.43823229998816,81.45398569997633,81.63747459999286,81.63747459999286,81.63747459999286,81.65394049999304,82.13743030000478,82.13743030000478,82.20427619997645,,,,q,1,1,left,left,,,,,,,,q,0.5528643000288866,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,61,1,15,q,0.37987059995066375,None,,,,,15,1,61,1,82.22084279998671,,,,,,,,,82.2046436999808,82.22084279998671,82.40425720001804,82.40425720001804,82.40425720001804,82.42088260001037,,,82.78814640000928,,,,q,1,0,right,left,,,,,,,,q,0.37987059995066375,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,62,2,15,p,0.5651868999702856,None,,,,,15,2,62,3,82.80404459999409,,,,,,,,,82.78848220000509,82.80404459999409,82.98766220000107,82.98766220000107,82.98766220000107,83.00435940001626,83.48725190002006,83.48725190002006,83.55448320001597,,,,p,1,1,right,right,,,,,,,,p,0.5651868999702856,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,63,3,15,p,0.44100669998442754,None,,,,,15,3,63,2,83.57071599998744,,,,,,,,,83.55478260002565,83.57071599998744,83.75418250000803,83.75418250000803,83.75418250000803,83.77071850001812,,,84.20471959997667,,,,p,1,0,left,right,,,,,,,,p,0.44100669998442754,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,64,0,16,q,0.48733350000111386,None,,,,,16,0,64,1,84.22062029998051,,,,,,,,,84.20505869999761,84.22062029998051,84.40405690000625,84.40405690000625,84.40405690000625,84.42062589997659,84.90402289998019,84.90402289998019,84.90433910000138,,,,q,1,0,right,left,,,,,,,,q,0.48733350000111386,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,65,1,16,p,0.5724300000001676,None,,,,,16,1,65,3,84.920881500002,,,,,,,,,84.9046577999834,84.920881500002,85.10414700000547,85.10414700000547,85.10414700000547,85.12065009999787,85.60398050001822,85.60398050001822,85.68779150000773,,,,p,1,1,right,right,,,,,,,,p,0.5724300000001676,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,66,2,16,q,0.6346734000253491,None,,,,,16,2,66,0,85.7040625999798,,,,,,,,,85.68810550001217,85.7040625999798,85.88741149997804,85.88741149997804,85.88741149997804,85.90414529998088,86.3873590999865,86.3873590999865,86.53806059999624,,,,q,1,1,left,left,,,,,,,,q,0.6346734000253491,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,67,3,16,q,0.34949789999518543,None,,,,,16,3,67,2,86.55424520000815,,,,,,,,,86.53841189999366,86.55424520000815,86.73737059999257,86.73737059999257,86.73737059999257,86.75404510000953,,,87.08787220000522,,,,p,0,0,left,right,,,,,,,,q,0.34949789999518543,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,68,0,17,p,0.5948989999596961,None,,,,,17,0,68,3,87.10395919997245,,,,,,,,,87.08836880000308,87.10395919997245,87.28747609996935,87.28747609996935,87.28747609996935,87.30424179998226,87.78739100001985,87.78739100001985,87.88779880001675,,,,p,1,1,right,right,,,,,,,,p,0.5948989999596961,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,69,1,17,p,0.42960129998391494,None,,,,,17,1,69,2,87.90418740001041,,,,,,,,,87.88854339998215,87.90418740001041,88.08745539997471,88.08745539997471,88.08745539997471,88.10404850001214,,,88.52123880002182,,,,p,1,0,left,right,,,,,,,,p,0.42960129998391494,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,70,2,17,q,0.9188090999959968,None,,,,,17,2,70,0,88.53741430002265,,,,,,,,,88.52177729998948,88.53741430002265,88.72073539998382,88.72073539998382,88.72073539998382,88.73746500001289,89.22059470001841,89.22059470001841,89.6544617000036,,,,q,1,1,left,left,,,,,,,,q,0.9188090999959968,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,71,3,17,q,0.5324906000168994,None,,,,,17,3,71,1,89.67071430000942,,,,,,,,,89.65475940000033,89.67071430000942,89.85414930002298,89.85414930002298,89.85414930002298,89.8705102999811,90.35387420002371,90.35387420002371,90.38740499998676,,,,q,1,0,right,left,,,,,,,,q,0.5324906000168994,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,72,0,18,q,0.467696400010027,None,,,,,18,0,72,1,90.40379489999032,,,,,,,,,90.38773259997834,90.40379489999032,90.58717920002528,90.58717920002528,90.58717920002528,90.60388640000019,91.08711949997814,91.08711949997814,91.07082409999566,,,,q,1,0,right,left,,,,,,,,q,0.467696400010027,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,73,1,18,p,0.5665825000032783,None,,,,,18,1,73,3,91.08711949997814,,,,,,,,,91.07135779998498,91.08711949997814,91.27031459996942,91.27031459996942,91.27031459996942,91.28718679997837,91.7702098999871,91.7702098999871,91.83754279999994,,,,p,1,1,right,right,,,,,,,,p,0.5665825000032783,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,74,2,18,q,0.6514193000039086,None,,,,,18,2,74,0,91.85370430001058,,,,,,,,,91.8381997999968,91.85370430001058,92.03709190001246,92.03709190001246,92.03709190001246,92.05374980001943,92.53696300002048,92.53696300002048,92.70402910001576,,,,q,1,1,left,left,,,,,,,,q,0.6514193000039086,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,75,3,18,p,1.4770986000075936,None,,,,,18,3,75,2,92.7202166999923,,,,,,,,,92.70466420002049,92.7202166999923,92.90375250001671,92.90375250001671,92.90375250001671,92.92024830001174,93.40361649997067,93.40361649997067,94.38717579998774,,,,p,1,0,left,right,,,,,,,,p,1.4770986000075936,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,76,0,19,q,0.6251049999846146,None,,,,,19,0,76,0,94.40363229997456,,,,,,,,,94.38748959999066,94.40363229997456,94.5873032999807,94.5873032999807,94.5873032999807,94.6039102000068,95.08697649999522,95.08697649999522,95.22073150001233,,,,q,1,1,left,left,,,,,,,,q,0.6251049999846146,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,77,1,19,q,0.49811879999469966,None,,,,,19,1,77,1,95.23734170000535,,,,,,,,,95.22123000002466,95.23734170000535,95.42044279997936,95.42044279997936,95.42044279997936,95.43725070002256,95.9204519999912,95.9204519999912,95.92101579997689,,,,q,1,0,right,left,,,,,,,,q,0.49811879999469966,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,78,2,19,p,0.5383314999635331,None,,,,,19,2,78,3,95.93744249996962,,,,,,,,,95.92149510001764,95.93744249996962,96.12054660002468,96.12054660002468,96.12054660002468,96.13703679997707,96.62036519998219,96.62036519998219,96.67100759997265,,,,p,1,1,right,right,,,,,,,,p,0.5383314999635331,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,79,3,19,p,0.3377380999736488,None,,,,,19,3,79,2,96.68721629999345,,,,,,,,,96.67139289999614,96.68721629999345,96.87066770001547,96.87066770001547,96.87066770001547,96.88728700001957,,,97.22089029999916,,,,p,1,0,left,right,,,,,,,,p,0.3377380999736488,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,80,0,20,p,0.32548199995653704,None,,,,,20,0,80,3,97.23710640001809,,,,,,,,,97.22139329998754,97.23710640001809,97.42033649998484,97.42033649998484,97.42033649998484,97.4372153999866,,,97.75451739999698,,,,p,1,1,right,right,,,,,,,,p,0.32548199995653704,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,81,1,20,q,0.5922779000247829,None,,,,,20,1,81,0,97.77038439997705,,,,,,,,,97.7549739999813,97.77038439997705,97.95374369999627,97.95374369999627,97.95374369999627,97.97054890001891,98.45360730000539,98.45360730000539,98.55420710000908,,,,q,1,1,left,left,,,,,,,,q,0.5922779000247829,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,82,2,20,p,0.5961539000272751,None,,,,,20,2,82,2,98.57056119997287,,,,,,,,,98.55494040000485,98.57056119997287,98.75385919999098,98.75385919999098,98.75385919999098,98.77039600000717,99.25379069999326,99.25379069999326,99.35382070002379,,,,p,1,0,left,right,,,,,,,,p,0.5961539000272751,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,83,3,20,q,0.5162004000158049,None,,,,,20,3,83,1,99.37042659998406,,,,,,,,,99.35420090000844,99.37042659998406,99.55387760000303,99.55387760000303,99.55387760000303,99.57033159997081,100.05359169997973,100.05359169997973,100.07050769997295,,,,q,1,0,right,left,,,,,,,,q,0.5162004000158049,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,84,0,21,q,0.4615293999668211,None,,,,,21,0,84,0,100.08700080000563,,,,,,,,,100.07129190000705,100.08700080000563,100.27033289999235,100.27033289999235,100.27033289999235,100.28724640002474,,,100.73761870001908,,,,q,1,1,left,left,,,,,,,,q,0.4615293999668211,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,85,1,21,p,0.5131949000060558,None,,,,,21,1,85,2,100.75380840001162,,,,,,,,,100.7379079000093,100.75380840001162,100.9372123000212,100.9372123000212,100.9372123000212,100.95374319999246,101.43704069999512,101.43704069999512,101.4539091999759,,,,p,1,0,left,right,,,,,,,,p,0.5131949000060558,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,86,2,21,p,0.33606559998588637,None,,,,,21,2,86,3,101.4703179000062,,,,,,,,,101.45427669998026,101.4703179000062,101.65381440002238,101.65381440002238,101.65381440002238,101.67007519997424,,,102.0041496999911,,,,p,1,1,right,right,,,,,,,,p,0.33606559998588637,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,87,3,21,q,0.4512784999678843,None,,,,,21,3,87,1,102.02031930000521,,,,,,,,,102.00452219997533,102.02031930000521,102.20354339998448,102.20354339998448,102.20354339998448,102.22030250000535,,,102.670685900026,,,,q,1,0,right,left,,,,,,,,q,0.4512784999678843,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,left,88,0,22,q,0.47534010000526905,None,,,,,22,0,88,0,102.68715780001367,,,,,,,,,102.671462600003,102.68715780001367,102.870261700009,102.870261700009,102.870261700009,102.88705219997792,103.37035969999852,103.37035969999852,103.35429649997968,,,,q,1,1,left,left,,,,,,,,q,0.47534010000526905,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,89,1,22,p,0.4650795999914408,None,,,,,22,1,89,3,103.37035969999852,,,,,,,,,103.35459439997794,103.37035969999852,103.55380300001707,103.55380300001707,103.55380300001707,103.57037779997336,,,104.02056620002259,,,,p,1,1,right,right,,,,,,,,p,0.4650795999914408,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,90,2,22,p,0.476555900007952,None,,,,,22,2,90,2,104.036823500006,,,,,,,,,104.02132649999112,104.036823500006,104.22031200001948,104.22031200001948,104.22031200001948,104.23683870001696,104.72020099998917,104.72020099998917,104.70404340000823,,,,p,1,0,left,right,,,,,,,,p,0.476555900007952,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,91,3,22,q,0.45187569997506216,None,,,,,22,3,91,1,104.72020099998917,,,,,,,,,104.70434789999854,104.72020099998917,104.90362009999808,104.90362009999808,104.90362009999808,104.92017300002044,,,105.37047299998812,,,,q,1,0,right,left,,,,,,,,q,0.45187569997506216,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,right,92,0,23,q,0.5836736999917775,None,,,,,23,0,92,3,105.38710920000449,,,,,,,,,105.37079319998156,105.38710920000449,105.57032459997572,105.57032459997572,105.57032459997572,105.58683500002371,106.07002460001968,106.07002460001968,106.17057120002573,,,,p,0,1,right,right,,,,,,,,q,0.5836736999917775,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
circle,left,93,1,23,p,0.6583671000553295,None,,,,,23,1,93,2,106.1869497000007,,,,,,,,,106.17107799998485,106.1869497000007,106.37057769997045,106.37057769997045,106.37057769997045,106.38710190000711,106.87015410000458,106.87015410000458,107.03732479998143,,,,p,1,0,left,right,,,,,,,,p,0.6583671000553295,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
square,right,94,2,23,q,0.6765785000170581,None,,,,,23,2,94,1,107.05354479997186,,,,,,,,,107.03809270000784,107.05354479997186,107.23719369998435,107.23719369998435,107.23719369998435,107.25357760000043,107.73669400002109,107.73669400002109,107.92083339998499,,,,q,1,0,right,left,,,,,,,,q,0.6765785000170581,None,,,,,,,,P004,001,21,woman,2025-11-20_10h26.51.166,SimonTask,,2025.1.1,60.015688101552,q,p,2025-11-20 10h27.02.808357 +0530,
