delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Polygon.started,Polygon_2.started,key_resp.started,Polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,85,1,7,space,0.47893059998750687,None,800,1,[1.489319600048475],[1.489332800032571],7,1,85,5,406.46178100002,,406.4458456999855,406.46178100002,407.4452253000345,407.4452253000345,407.461802200065,407.9286150999833,space,0.47893059998750687,None,407.9289874000242,0.6996729000238702,0.9996974000241607,408.9447284999769,408.9452610000735,408.956061600009,408.956061600009,408.956061600009,410.4457846999867,800,1,[1.489319600048475],[1.489332800032571],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,86,2,7,space,0.28763079992495477,None,50,1,[2.5629103999817744],[2.5629158000228927],7,2,86,9,410.4616495000664,,410.44610070006456,410.4616495000664,411.4450401000213,411.4450401000213,411.4618128000293,411.74539659998845,space,0.28763079992495477,None,411.74575260002166,0.09955769998487085,0.39989549992606044,412.1560962999938,412.15662939997856,412.16592860000674,412.16592860000674,412.16592860000674,414.7290081999963,50,1,[2.5629103999817744],[2.5629158000228927],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,400,unexp,87,3,7,space,0.23889879998750985,None,450,1,[4.456509199924767],[4.456517899991013],7,3,87,1,414.74485870008357,,414.7291485000169,414.74485870008357,415.7284091000911,415.7284091000911,415.7448764999863,415.9786297000246,space,0.23889879998750985,None,415.97898790007457,0.3996527000563219,0.6996717000147328,416.69848410005216,416.6989601000678,416.7061878000386,416.7061878000386,416.7061878000386,421.16295040003024,450,1,[4.456509199924767],[4.456517899991013],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,400,unexp,88,4,7,space,0.8167827000143006,None,600,1,[3.7956966999918222],[3.795702200033702],7,4,88,0,421.1781336000422,,421.163100500009,421.1781336000422,422.1781580999959,422.1781580999959,422.1781580999959,423.0117677000817,space,0.8167827000143006,None,423.01212970004417,0.0995155000127852,0.39966700004879385,423.42833480006084,423.4286422000732,423.4332838000264,423.4332838000264,423.4332838000264,427.22914439998567,600,1,[3.7956966999918222],[3.795702200033702],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,89,5,7,space,0.14038029999937862,None,103,1,[1.7271520000649616],[1.7271571999881417],7,5,89,3,427.24475369998254,,427.22930670005735,427.24475369998254,428.24493739998434,428.24493739998434,428.24493739998434,428.39523490006104,space,0.14038029999937862,None,428.39597770001274,0.09974749991670251,0.39952310000080615,428.8089624000713,428.8096091999905,428.8181940000504,428.8181940000504,428.8181940000504,430.54559830005746,103,1,[1.7271520000649616],[1.7271571999881417],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,90,6,7,space,0.5843645000131801,None,999,1,[2.857088500051759],[2.857096099993214],7,6,90,11,430.56139070005156,,430.5459572999971,430.56139070005156,431.5612245000666,431.5612245000666,431.5612245000666,432.1615567000117,space,0.5843645000131801,None,432.1619296000572,0.6997133999830112,0.9995890000136569,433.1781458000187,433.17874410003424,433.18821649998426,433.18821649998426,433.18821649998426,436.0455261000898,999,1,[2.857088500051759],[2.857096099993214],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,91,7,7,space,0.2830170000670478,None,500,1,[2.910697799990885],[2.9107095999643207],7,7,91,4,436.06113410007674,,436.04569459997583,436.06113410007674,437.0612183000194,437.0612183000194,437.0612183000194,437.3451122000115,space,0.2830170000670478,None,437.34548520005774,0.3994572999654338,0.69926729996223,438.05760499997996,438.0581467000302,438.06718070001807,438.06718070001807,438.06718070001807,440.9782535000704,500,1,[2.910697799990885],[2.9107095999643207],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,92,8,7,space,0.6684078999096528,None,100,1,[1.7423729000147432],[1.7423791999462992],7,8,92,6,440.99408930004574,,440.97856209997553,440.99408930004574,441.97770639997907,441.97770639997907,441.99410190002527,442.66148860007524,space,0.6684078999096528,None,442.6622383000795,0.09944350004661828,0.3992743000853807,443.0755732000107,443.076338200015,443.08598450000864,443.08598450000864,443.08598450000864,444.82854970009066,100,1,[1.7423729000147432],[1.7423791999462992],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,93,9,7,space,0.2911965000675991,None,100,1,[1.7767462999327108],[1.7767582000233233],7,9,93,10,444.8442035000771,,444.82872230000794,444.8442035000771,445.82756710005924,445.82756710005924,445.84414749999996,446.1282654000679,space,0.2911965000675991,None,446.1291089000879,0.39930279995314777,0.6990823999512941,446.8450286000734,446.84532140009105,446.85104730003513,446.85104730003513,446.85104730003513,448.6281231000321,100,1,[1.7767462999327108],[1.7767582000233233],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,94,10,7,space,0.3966407999396324,None,950,1,[2.983437299961224],[2.9834447000175714],7,10,94,8,448.64415910001844,,448.62837940000463,448.64415910001844,449.6275105000241,449.6275105000241,449.644220200018,450.0277217000257,space,0.3966407999396324,None,450.0280778000597,0.6995764999883249,0.9997045999625698,451.03786500007845,451.03815660008695,451.04418229998555,451.04418229998555,451.04418229998555,454.02785850001965,950,1,[2.983437299961224],[2.9834447000175714],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,400,unexp,95,11,7,space,0.6124697999330238,None,700,1,[2.762550999992527],[2.7625569000374526],7,11,95,2,454.04376240004785,,454.0280206000898,454.04376240004785,455.0273997000186,455.0273997000186,455.04391430004034,455.6442673000274,space,0.6124697999330238,None,455.6447907000547,0.6994319000514224,0.9994414000539109,456.6541166000534,456.65457960008644,456.6645763000706,456.6645763000706,456.6645763000706,459.4273243000498,700,1,[2.762550999992527],[2.7625569000374526],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,400,unexp,96,0,8,space,0.2955039000371471,None,100,1,[1.816814500023611],[1.816823299974203],8,0,96,0,459.4437971999869,,459.42748020007275,459.4437971999869,460.4270984000759,460.4270984000759,460.4439223000081,460.7275033000624,space,0.2955039000371471,None,460.7280779000139,0.0994945999700576,0.3993843999924138,461.1347299000481,461.1351084000198,461.1438229000196,461.1438229000196,461.1438229000196,462.96100880007725,100,1,[1.816814500023611],[1.816823299974203],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,97,1,8,space,0.17253250000067055,None,200,1,[1.5625070000533015],[1.5625139999901876],8,1,97,5,462.97680970001966,,462.961269200081,462.97680970001966,463.96047320007347,463.96047320007347,463.9769304000074,464.14420310000423,space,0.17253250000067055,None,464.1447658999823,0.6995127000845969,0.9996877000667155,465.15845029999036,465.15886480000336,465.16515580005944,465.16515580005944,465.16515580005944,466.7278843000531,200,1,[1.5625070000533015],[1.5625139999901876],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,98,2,8,space,0.36602669989224523,None,205,1,[3.7812107999343425],[3.781219399999827],8,2,98,6,466.7437414000742,,466.728070900077,466.7437414000742,467.7438260000199,467.7438260000199,467.7438260000199,468.1104479000205,space,0.36602669989224523,None,468.1109921000898,0.09955259994603693,0.3996061999350786,468.5240763000911,468.52452249999624,468.529321399983,468.529321399983,468.529321399983,472.3107653000625,205,1,[3.7812107999343425],[3.781219399999827],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,99,3,8,space,0.6596989000681788,None,100,1,[2.4674255000427365],[2.4674321999773383],8,3,99,11,472.32674460008275,,472.310973500018,472.32674460008275,473.30989740008954,473.30989740008954,473.3264598000096,473.97689689998515,space,0.6596989000681788,None,473.97757840005215,0.6995853999396786,0.999776899931021,474.98640230007004,474.98668010008987,474.99326320004184,474.99326320004184,474.99326320004184,477.46088250004686,100,1,[2.4674255000427365],[2.4674321999773383],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,100,4,8,space,0.3972660000436008,None,10,1,[1.9610704999649897],[1.9610753000015393],8,4,100,4,477.47669490007684,,477.4610557000851,477.47669490007684,478.46019790007267,478.46019790007267,478.4765530000441,478.8600705000572,space,0.3972660000436008,None,478.8604568000883,0.3996579999802634,0.6999260999727994,479.5739300000714,479.5744607000379,479.5823247000808,479.5823247000808,479.5823247000808,481.54358360008337,10,1,[1.9610704999649897],[1.9610753000015393],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,101,5,8,space,0.24389669997617602,None,10,1,[1.6461213999427855],[1.6461318000219762],8,5,101,9,481.55989060003776,,481.54373110004235,481.55989060003776,482.54331560002174,482.54331560002174,482.55995330004953,482.79375180008356,space,0.24389669997617602,None,482.7946060000686,0.09961969999130815,0.3993591000325978,483.2090789000504,483.2093631000025,483.21469000005163,483.21469000005163,483.21469000005163,484.8610823000781,10,1,[1.6461213999427855],[1.6461318000219762],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,102,6,8,space,0.44372850004583597,None,333 ,1,[2.482175200013444],[2.482187799992971],8,6,102,8,484.8765666000545,,484.86133680003695,484.8765666000545,485.87626609997824,485.87626609997824,485.87626609997824,486.3270541999955,space,0.44372850004583597,None,486.3278793999925,0.6991974000120535,0.9993947999319062,487.3366563000018,487.33718959998805,487.3451616000384,487.3451616000384,487.3451616000384,489.82774770003743,333 ,1,[2.482175200013444],[2.482187799992971],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,103,7,8,space,0.45197880000341684,None,200,1,[2.2802485999418423],[2.2802559999981895],8,7,103,10,489.84279830008745,,489.8280534000369,489.84279830008745,490.84267620008904,490.84267620008904,490.84267620008904,491.31002930004615,space,0.45197880000341684,None,491.310838400037,0.39964379998855293,0.699594400008209,492.0246573999757,492.0249772000825,492.0304744000314,492.0304744000314,492.0304744000314,494.3109365000855,200,1,[2.2802485999418423],[2.2802559999981895],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,104,8,8,space,0.899606499937363,None,100,1,[1.9837363000260666],[1.983744200086221],8,8,104,7,494.32615990005434,,494.3111166000599,494.32615990005434,495.3260519000469,495.3260519000469,495.3260519000469,496.2265008999966,space,0.899606499937363,None,496.2268535000039,0.39975850004702806,0.6997705000685528,496.93630220007617,496.9365841000108,496.94273650005925,496.94273650005925,496.94273650005925,498.926699200063,100,1,[1.9837363000260666],[1.983744200086221],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,400,unexp,105,9,8,space,0.14125810004770756,None,700,1,[1.711533599998802],[1.711539200041443],8,9,105,1,498.9426491999766,,498.92706390004605,498.9426491999766,499.92608720005956,499.92608720005956,499.9427067000652,500.0766904000193,space,0.14125810004770756,None,500.0773680000566,0.39920659991912544,0.6992403999902308,500.78837060008664,500.7889266000129,500.79842590005137,500.79842590005137,500.79842590005137,502.5101397000253,700,1,[1.711533599998802],[1.711539200041443],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,400,unexp,106,10,8,space,0.2604744000127539,None,900,1,[2.0143975999671966],[2.014409999945201],8,10,106,2,502.52595400006976,,502.5104603000218,502.52595400006976,503.5094758999767,503.5094758999767,503.52604740008246,503.7763068000786,space,0.2604744000127539,None,503.77684760000557,0.6993561000563204,0.999280400108546,504.7856947000837,504.78616230003536,504.7949566000607,504.7949566000607,504.7949566000607,506.80971990001854,900,1,[2.0143975999671966],[2.014409999945201],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,107,11,8,space,0.3897407000185922,None,100,1,[1.7762892000610009],[1.7762942999834195],8,11,107,3,506.82568930007983,,506.81001950008795,506.82568930007983,507.80936700000893,507.80936700000893,507.82597410003655,508.2099448000081,space,0.3897407000185922,None,508.21092890005093,0.0990758000407368,0.3991804000688717,508.625458399998,508.6260245000012,508.63338810007554,508.63338810007554,508.63338810007554,510.4098394000903,100,1,[1.7762892000610009],[1.7762942999834195],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,108,0,9,space,0.25982039992231876,None,400,1,[2.9814810999669135],[2.981486300006509],9,0,108,4,510.4258296000771,,510.4099744000705,510.4258296000771,511.4090993000427,511.4090993000427,511.42577540001366,511.6758713000454,space,0.25982039992231876,None,511.676220000023,0.39973649999592453,0.6996964999707416,512.3885095000733,512.389073300059,512.3947618000675,512.3947618000675,512.3947618000675,515.3764110000338,400,1,[2.9814810999669135],[2.981486300006509],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,400,unexp,109,1,9,space,0.04444480000529438,None,500,1,[1.9425664000445977],[1.942574999993667],9,1,109,0,515.392254400067,,515.3765525000636,515.392254400067,516.3757318999851,516.3757318999851,516.3924259999767,516.4259862999897,space,0.04444480000529438,None,516.4263754000422,0.09957590000703931,0.39969939994625747,516.8446123000467,516.8449644000502,516.850310400012,516.850310400012,516.850310400012,518.793117800029,500,1,[1.9425664000445977],[1.942574999993667],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,110,2,9,space,0.0361463000299409,None,700,1,[2.193106499966234],[2.193119899951853],9,2,110,8,518.8088230000576,,518.7933276999975,518.8088230000576,519.7923729000613,519.7923729000613,519.8090253000846,519.8424368000124,space,0.0361463000299409,None,519.8428292000899,0.6998156999470666,0.9994576999451965,520.8569586999947,520.8573576000053,520.8658094999846,520.8658094999846,520.8658094999846,523.0592969000572,700,1,[2.193106499966234],[2.193119899951853],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,111,3,9,space,0.3231344000669196,None,853,1,[3.5497349000070244],[3.5497403000481427],9,3,111,11,523.075144900009,,523.0596028000582,523.075144900009,524.0588223000523,524.0588223000523,524.0752130000619,524.3926637000404,space,0.3231344000669196,None,524.393520600046,0.6993382000364363,0.9992598000681028,525.4044397000689,525.4047165000811,525.4097460000776,525.4097460000776,525.4097460000776,528.9596602000529,853,1,[3.5497349000070244],[3.5497403000481427],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,112,4,9,space,0.51424029993359,None,100,1,[1.626190199982375],[1.6261953000212088],9,4,112,3,528.9752403000602,,528.9598028999753,528.9752403000602,529.9752743000863,529.9752743000863,529.9752743000863,530.4924643000122,space,0.51424029993359,None,530.4935236000456,0.0995147000066936,0.3994459999958053,530.9079926999984,530.9083949000342,530.9157129999949,530.9157129999949,530.9157129999949,532.5420866999775,100,1,[1.626190199982375],[1.6261953000212088],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,113,5,9,space,0.2930269999196753,None,100,1,[2.5455026000272483],[2.5455168000189587],9,5,113,7,532.5583752000239,,532.5422317000339,532.5583752000239,533.54194070003,533.54194070003,533.558311300003,533.8418811000884,space,0.2930269999196753,None,533.8422386000166,0.3998482000315562,0.7000407000305131,534.5570854999823,534.5574931000592,534.5631281000096,534.5631281000096,534.5631281000096,537.1089929000009,100,1,[2.5455026000272483],[2.5455168000189587],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,400,unexp,114,6,9,space,0.25559240009170026,None,400,1,[1.8489060999127105],[1.848911099950783],9,6,114,1,537.1248031000141,,537.1092809999827,537.1248031000141,538.1248010999989,538.1248010999989,538.1248010999989,538.3918570000678,space,0.25559240009170026,None,538.3925435000565,0.39959020004607737,0.6998574000317603,539.1050033000065,539.1052917999914,539.1101663000882,539.1101663000882,539.1101663000882,540.9592541999882,400,1,[1.8489060999127105],[1.848911099950783],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,115,7,9,space,0.15373420005198568,None,300,1,[1.674156800028868],[1.6741636000806466],9,7,115,9,540.9749149000272,,540.9594066999853,540.9749149000272,541.9750097000506,541.9750097000506,541.9750097000506,542.1419588000281,space,0.15373420005198568,None,542.1424068000633,0.09956330002751201,0.39951919997110963,542.559199100011,542.5597957000136,542.5680778999813,542.5680778999813,542.5680778999813,544.2424580000807,300,1,[1.674156800028868],[1.6741636000806466],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,116,8,9,space,0.32196930004283786,None,200,1,[1.909292500000447],[1.9092977000400424],9,8,116,6,544.25804840005,,544.2426592999836,544.25804840005,545.2580354000675,545.2580354000675,545.2580354000675,545.5921377000632,space,0.32196930004283786,None,545.5930431000888,0.09951420000288635,0.39939829998183995,546.0081056000199,546.0085969000356,546.0161881999811,546.0161881999811,546.0161881999811,547.925647300086,200,1,[1.909292500000447],[1.9092977000400424],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,400,unexp,117,9,9,space,0.2579883999424055,None,150,1,[2.4931099999230355],[2.493121999897994],9,9,117,2,547.9413650999777,,547.925785300089,547.9413650999777,548.9250992999878,548.9250992999878,548.9414186000358,549.1915527000092,space,0.2579883999424055,None,549.1918874999974,0.6999474000185728,0.9998389999382198,550.2073863000842,550.2079124000156,550.2154573000735,550.2154573000735,550.2154573000735,552.70894650009,150,1,[2.4931099999230355],[2.493121999897994],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,118,10,9,space,0.3730373000726104,None,700 ,1,[2.1506088000023738],[2.1506174000678584],9,10,118,5,552.7244959999807,,552.7092565000057,552.7244959999807,553.7243394000689,553.7243394000689,553.7243394000689,554.1080661000451,space,0.3730373000726104,None,554.1087671000278,0.6998069999972358,0.999931100057438,555.1147395999869,555.1152930000098,555.1246062000282,555.1246062000282,555.1246062000282,557.2754569000099,700 ,1,[2.1506088000023738],[2.1506174000678584],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,119,11,9,space,0.28528459998779,None,400,1,[2.0813057998893782],[2.0813180999830365],9,11,119,10,557.2910778999794,,557.275662100059,557.2910778999794,558.2910618000897,558.2910618000897,558.2910618000897,558.5914486000547,space,0.28528459998779,None,558.5919644000242,0.3997698000166565,0.6995328000048175,559.3053901999956,559.3056510000024,559.310903100064,559.310903100064,559.310903100064,561.3924260999775,400,1,[2.0813057998893782],[2.0813180999830365],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,120,0,10,space,0.4700427999487147,None,900 ,1,[2.5569291999563575],[2.5569361000088975],10,0,120,8,561.4078341000713,,561.392563899979,561.4078341000713,562.407743900083,562.407743900083,562.407743900083,562.891774800024,space,0.4700427999487147,None,562.8922681000549,0.6991234000306576,0.9992741000605747,563.9086230000248,563.9091897000326,563.9175522000296,563.9175522000296,563.9175522000296,566.4746863000328,900 ,1,[2.5569291999563575],[2.5569361000088975],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,121,1,10,space,0.567245899932459,None,400,1,[2.60325400007423],[2.6032617000164464],10,1,121,4,566.4908844000893,,566.4748769000871,566.4908844000893,567.4740413000109,567.4740413000109,567.4906178000383,568.0576398000121,space,0.567245899932459,None,568.0583513000747,0.3996910999994725,0.6996147000463679,568.777191500063,568.7777088000439,568.7882456000661,568.7882456000661,568.7882456000661,571.3917299000314,400,1,[2.60325400007423],[2.6032617000164464],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,122,2,10,space,0.5270198000362143,None,100,1,[1.8458021000260487],[1.8458070000633597],10,2,122,11,571.4074090999784,,571.3919169000583,571.4074090999784,572.4074337000493,572.4074337000493,572.4074337000493,572.9411049999762,space,0.5270198000362143,None,572.941624200088,0.699718700023368,0.9995692000957206,573.9550295000663,573.9555708999978,573.9620223999955,573.9620223999955,573.9620223999955,575.8079897999996,100,1,[1.8458021000260487],[1.8458070000633597],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,123,3,10,space,0.8047000000951812,None,856,1,[4.032981500029564],[4.032987300073728],10,3,123,5,575.8240422999952,,575.8081308000255,575.8240422999952,576.807347199996,576.807347199996,576.8239729000488,577.6245720000006,space,0.8047000000951812,None,577.6249734000303,0.6991351000033319,0.9993223000783473,578.6345871000085,578.6351250000298,578.6415250999853,578.6415250999853,578.6415250999853,582.6746855999809,856,1,[4.032981500029564],[4.032987300073728],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,124,4,10,space,1.8604951999150217,None,180,1,[2.916863099904731],[2.9168696999549866],10,4,124,6,582.6906479999889,,582.6748314000433,582.6906479999889,583.6901650000364,583.6901650000364,583.6901650000364,585.5571433000732,space,1.8604951999150217,None,585.5578261000337,0.09961749997455627,0.39995160000398755,585.9655710000079,585.9660931000253,585.9739726000698,585.9739726000698,585.9739726000698,588.891056100023,180,1,[2.916863099904731],[2.9168696999549866],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,125,5,10,space,0.7444806999992579,None,156,1,[3.178724199999124],[3.1787303999299183],10,5,125,7,588.9069016000722,,588.8912206999958,588.9069016000722,589.8904031000566,589.8904031000566,589.9069965999806,590.6405605000909,space,0.7444806999992579,None,590.6411018000217,0.3995704000117257,0.6997172000119463,591.3554534000577,591.3560933000408,591.3629985000007,591.3629985000007,591.3629985000007,594.5419248000253,156,1,[3.178724199999124],[3.1787303999299183],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,126,6,10,space,0.3766701000276953,None,100,1,[2.958649800042622],[2.958654799964279],10,6,126,9,594.5567401000299,,594.5420731999911,594.5567401000299,595.5569706000388,595.5569706000388,595.5569706000388,595.9408714000601,space,0.3766701000276953,None,595.9417231000261,0.09908529999665916,0.39912449999246746,596.3589926999994,596.3597533000866,596.3656268999912,596.3656268999912,596.3656268999912,599.3244553999975,100,1,[2.958649800042622],[2.958654799964279],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,400,unexp,127,7,10,space,0.8538556999992579,None,400,1,[2.5836980999447405],[2.583703499985859],10,7,127,0,599.3398192999884,,599.3246612000512,599.3398192999884,600.3397494000383,600.3397494000383,600.3397494000383,601.2071243000682,space,0.8538556999992579,None,601.2078150000889,0.09924729994963855,0.3992117999587208,601.6180364000611,601.6183151000878,601.6236760000465,601.6236760000465,601.6236760000465,604.207548800041,400,1,[2.5836980999447405],[2.583703499985859],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,400,unexp,128,8,10,space,0.5924997999100015,None,100,1,[1.5335990000749007],[1.5336064000148326],10,8,128,1,604.2234066000674,,604.2076950999908,604.2234066000674,605.2229911000468,605.2229911000468,605.2229911000468,605.8238773000194,space,0.5924997999100015,None,605.8245645000134,0.3992625999962911,0.6992893998976797,606.5352629000554,606.5355293999892,606.5402792000677,606.5402792000677,606.5402792000677,608.0741525000194,100,1,[1.5335990000749007],[1.5336064000148326],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,129,9,10,space,2.4240580999758095,None,200,1,[3.079304000013508],[3.0793119999580085],10,9,129,10,608.089578700019,,608.0743381000357,608.089578700019,609.089826600044,609.089826600044,609.089826600044,611.5234274000395,space,2.4240580999758095,None,611.5239228000864,0.3995078000007197,0.6997022000141442,612.2375593000324,612.238049000036,612.2444233000278,612.2444233000278,612.2444233000278,615.3239530000137,200,1,[3.079304000013508],[3.0793119999580085],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,130,10,10,space,1.1697254999307916,None,187,1,[3.0091181999305263],[3.0091232999693602],10,10,130,3,615.3396681000013,,615.3241547000362,615.3396681000013,616.3392697999952,616.3392697999952,616.3392697999952,617.5230074999854,space,1.1697254999307916,None,617.5238653999986,0.09958249994087964,0.39987149997614324,617.9378794999793,617.938372900011,617.9476319000823,617.9476319000823,617.9476319000823,620.9569124000845,187,1,[3.0091181999305263],[3.0091232999693602],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
