delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Polygon.started,Polygon_2.started,key_resp.started,Polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.4,1000,exp,12,0,1,space,0.7524857999524102,None,100,1,[4.141280899988487],[4.141287000034936],1,0,12,7,65.93804500007536,,65.92220660008024,65.93804500007536,66.92110979999416,66.92110979999416,66.9377233000705,67.68858539999928,space,0.7524857999524102,None,67.6894803000614,0.39940869994461536,0.6993943999987096,68.40632800001185,68.40686280000955,68.4142743999837,68.4142743999837,68.4142743999837,72.5557444000151,100,1,[4.141280899988487],[4.141287000034936],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,13,1,1,space,0.7070405000122264,None,65,1,[2.711596299894154],[2.7116087999893352],1,1,13,3,72.57096859999001,,72.55590530007612,72.57096859999001,73.5711117000319,73.5711117000319,73.5711117000319,74.28815460007172,space,0.7070405000122264,None,74.28876300004777,0.0994333999697119,0.39951719995588064,74.7052167999791,74.70546249998733,74.71018539997749,74.71018539997749,74.71018539997749,77.42216060007922,65,1,[2.711596299894154],[2.7116087999893352],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,400,unexp,14,2,1,space,2.612295600003563,None,100,1,[1.8326713999267668],[1.8326770999701694],1,2,14,1,77.43738650006708,,77.42243959999178,77.43738650006708,78.43737719999626,78.43737719999626,78.43737719999626,81.05457939999178,space,2.612295600003563,None,81.05493189999834,0.3994331998983398,0.6995576999615878,81.76529320003465,81.76567170000635,81.77196849999018,81.77196849999018,81.77196849999018,83.6048274000641,100,1,[1.8326713999267668],[1.8326770999701694],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,15,3,1,space,0.5798939000815153,None,200,1,[1.7671958000864834],[1.767201800015755],1,3,15,10,83.62068050005473,,83.60497400001623,83.62068050005473,84.6042279000394,84.6042279000394,84.62056499999017,85.18830560008064,space,0.5798939000815153,None,85.18924930004869,0.4156975999940187,0.7158536000642926,85.91495550004765,85.91520390007645,85.92073630006053,85.92073630006053,85.92073630006053,87.68814670003485,200,1,[1.7671958000864834],[1.767201800015755],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,16,4,1,space,1.1647576000541449,None,50,1,[2.464520600042306],[2.4645337000256404],1,4,16,6,87.70410249999259,,87.68830360006541,87.70410249999259,88.68730370001867,88.68730370001867,88.70400090003386,89.85428880003747,space,1.1647576000541449,None,89.85464949999005,0.09984020004048944,0.3997139000566676,90.26505739998538,90.2655773999868,90.27328780002426,90.27328780002426,90.27328780002426,92.73816810001153,50,1,[2.464520600042306],[2.4645337000256404],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,400,unexp,17,5,1,space,0.31178540003020316,None,200,1,[4.9253126999828964],[4.925320699927397],1,5,17,0,92.75367150001694,,92.7384735000087,92.75367150001694,93.75372330006212,93.75372330006212,93.75372330006212,94.07055070006754,space,0.31178540003020316,None,94.07121329999063,0.09959320002235472,0.3998380999546498,94.48778429999948,94.48821750003844,94.4955353999976,94.4955353999976,94.4955353999976,99.42106459999923,200,1,[4.9253126999828964],[4.925320699927397],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.4,1000,exp,18,6,1,space,0.573806400061585,None,500,1,[3.380970999947749],[3.3809796000132337],1,6,18,4,99.43701130000409,,99.42123410000931,99.43701130000409,100.4203369000461,100.4203369000461,100.43710660003126,101.00440520001575,space,0.573806400061585,None,101.00510100007523,0.3990097000496462,0.6991074000252411,101.71406929998193,101.71438370004762,101.72357000003103,101.72357000003103,101.72357000003103,105.10485210001934,500,1,[3.380970999947749],[3.3809796000132337],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.1,1000,exp,19,7,1,space,1.356065099942498,None,700,1,[1.3011840999824926],[1.3011965999612585],1,7,19,9,105.12009360000957,,105.10505590005778,105.12009360000957,106.12012089998461,106.12012089998461,106.12012089998461,107.48725730006117,space,1.356065099942498,None,107.48766940005589,0.09970849996898323,0.399561999947764,107.8948865000857,107.89517320005689,107.90344380005263,107.90344380005263,107.90344380005263,109.20505290001165,700,1,[1.3011840999824926],[1.3011965999612585],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,400,unexp,20,8,1,space,1.1203518999973312,None,800,1,[2.883868199889548],[2.883873699931428],1,8,20,2,109.21972500008997,,109.20534470002167,109.21972500008997,110.21977050008718,110.21977050008718,110.21977050008718,111.35394960001577,space,1.1203518999973312,None,111.35451350000221,0.6992070000851527,0.9993682000786066,112.36456050002016,112.36485450004693,112.3702524000546,112.3702524000546,112.3702524000546,115.25429469998926,800,1,[2.883868199889548],[2.883873699931428],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
0.7,1000,exp,21,9,1,space,0.7029677999671549,None,650,1,[3.4312129000900313],[3.431218500016257],1,9,21,11,115.26982739998493,,115.25443670002278,115.26982739998493,116.26983150001615,116.26983150001615,116.26983150001615,116.9873012000462,space,0.7029677999671549,None,116.98825380008202,0.6990449000149965,0.9992412999272346,117.99840689997654,117.9991540000774,118.00720930006355,118.00720930006355,118.00720930006355,121.43860610004049,650,1,[3.4312129000900313],[3.431218500016257],P001,001,21,2025-11-08_16h50.29.656,intentionalbinding_experiment,,2025.1.1,59.994660462498246,2025-11-08 16h50.46.258406 +0530,
