shape,side,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,rectstim.started,circstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,corrKey,correct,congruent,stim_side,resp_side,rectstim.stopped,circstim.stopped,Final_Instructions.started,text_2.started,key_resp_5.started,Final_Instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,experiment.key_resp.keys,experiment.key_resp.rt,experiment.key_resp.duration,Thank_You.started,ThankYou.started,key_resp_3.started,Thank_You.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,age,gender,date,expName,expVersion,psychopyVersion,frameRate,key_for_square,key_for_circle,expStart,
square,right,91,3,22,q,0.3944855999434367,None,,,,,22,3,91,1,78.12515259999782,,,,,,,,,78.10941789997742,78.12515259999782,78.30845809995662,78.30845809995662,78.30845809995662,78.32511580002028,78.70862299995497,,,,q,1,0,right,left,,,,,,,,,,q,0.3944855999434367,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,92,0,23,p,0.47769099997822195,None,,,,,23,0,92,2,78.7250592999626,,,,,,,,,78.70913789991755,78.7250592999626,78.90835429995786,78.90835429995786,78.90835429995786,78.92506349994801,79.3924357999349,,,,p,1,0,left,right,79.40859579993412,79.40859579993412,,,,,,,,p,0.47769099997822195,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,93,1,23,p,0.4236575000686571,None,,,,,23,1,93,0,79.40859579993412,,,,,,,,,79.39292309992015,79.40859579993412,79.59196749993134,79.59196749993134,79.59196749993134,79.6087110999506,80.02599629992619,,,,q,0,1,left,left,,,,,,,,,,p,0.4236575000686571,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,94,2,23,q,0.5387849999824539,None,,,,,23,2,94,1,80.04194819997065,,,,,,,,,80.02673349995166,80.04194819997065,80.22547149995808,80.22547149995808,80.22547149995808,80.24202170001809,80.77554539998528,,,,q,1,0,right,left,80.72536389995366,80.72536389995366,,,,,,,,q,0.5387849999824539,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,95,3,23,q,0.40930879989173263,None,,,,,23,3,95,3,80.79207349999342,,,,,,,,,80.7760482999729,80.79207349999342,80.9752655000193,80.9752655000193,80.9752655000193,80.99189609999303,81.39268849999644,,,,p,0,1,right,right,,,,,,,,,,q,0.40930879989173263,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,96,0,24,q,0.47400339995510876,None,,,,,24,0,96,0,81.40869169996586,,,,,,,,,81.39323329995386,81.40869169996586,81.59207709995098,81.59207709995098,81.59207709995098,81.6085229999153,82.07558830000926,,,,q,1,1,left,left,82.09197389998008,82.09197389998008,,,,,,,,q,0.47400339995510876,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,97,1,24,q,0.5447747999569401,None,,,,,24,1,97,1,82.09197389998008,,,,,,,,,82.07623899995815,82.09197389998008,82.2753685999196,82.2753685999196,82.2753685999196,82.29210339998826,82.82585779996589,,,,q,1,0,right,left,82.77515479992144,82.77515479992144,,,,,,,,q,0.5447747999569401,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,98,2,24,p,0.5132048999657854,None,,,,,24,2,98,3,82.84192529995926,,,,,,,,,82.82667959993705,82.84192529995926,83.0252592000179,83.0252592000179,83.0252592000179,83.04189999995288,83.54212070000358,,,,p,1,1,right,right,83.52532100002281,83.52532100002281,,,,,,,,p,0.5132048999657854,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,99,3,24,p,0.5670008000452071,None,,,,,24,3,99,2,83.55861940002069,,,,,,,,,83.5425319999922,83.55861940002069,83.74217179999687,83.74217179999687,83.74217179999687,83.75851959991269,84.32558519998565,,,,p,1,0,left,right,84.24171590001788,84.24171590001788,,,,,,,,p,0.5670008000452071,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.32577090000268,84.34178989997599,84.34178989997599,85.55909409991,space,1.2054234999231994,None,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
