shape,side,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,fixation.stopped,rectstim.started,circstim.started,key_resp.started,rectstim.stopped,circstim.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,corrKey,correct,congruent,stim_side,resp_side,Final_Instructions.started,text_2.started,key_resp_5.started,Final_Instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,experiment.key_resp.keys,experiment.key_resp.rt,experiment.key_resp.duration,Thank_You.started,ThankYou.started,key_resp_3.started,Thank_You.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,age,gender,date,expName,expVersion,psychopyVersion,frameRate,key_for_square,key_for_circle,expStart,
square,right,35,3,8,q,0.3880483999964781,None,,,,,8,3,35,1,37.45016860001488,,,,,,,,,37.43437350000022,37.45016860001488,37.65018950001104,37.63338840001961,37.63338840001961,37.63338840001961,,,38.0339581000153,,,,p,0,1,right,right,,,,,,,,q,0.3880483999964781,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,36,0,9,p,0.5084988999878988,None,,,,,9,0,36,3,38.05009249999421,,,,,,,,,38.03456719999667,38.05009249999421,38.25024329998996,38.23336870002095,38.23336870002095,38.23336870002095,38.73341159999836,38.73341159999836,38.75086040003225,,,,q,0,0,right,left,,,,,,,,p,0.5084988999878988,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,37,1,9,q,0.33423179999226704,None,,,,,9,1,37,2,38.76712299999781,,,,,,,,,38.751623500022106,38.76712299999781,38.9669001000002,38.950202400039416,38.950202400039416,38.950202400039416,,,39.30109020002419,,,,q,1,1,left,left,,,,,,,,q,0.33423179999226704,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,38,2,9,q,0.5490709000150673,None,,,,,9,2,38,1,39.31713750003837,,,,,,,,,39.30170370003907,39.31713750003837,39.517197900044266,39.500326900044456,39.500326900044456,39.500326900044456,40.00046310003381,40.00046310003381,40.05066400003852,,,,p,0,1,right,right,,,,,,,,q,0.5490709000150673,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,39,3,9,q,0.4231327000306919,None,,,,,9,3,39,0,40.06681920000119,,,,,,,,,40.05115710000973,40.06681920000119,40.267126100021414,40.250404299993534,40.250404299993534,40.250404299993534,,,40.68413220002549,,,,p,0,0,left,right,,,,,,,,q,0.4231327000306919,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,40,0,10,p,0.33844219997990876,None,,,,,10,0,40,1,40.7003380000242,,,,,,,,,40.684623300039675,40.7003380000242,40.90023020002991,40.883715000003576,40.883715000003576,40.883715000003576,,,41.234068599995226,,,,p,1,1,right,right,,,,,,,,p,0.33844219997990876,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,41,1,10,q,0.4441289999522269,None,,,,,10,1,41,0,41.25028670002939,,,,,,,,,41.23486630001571,41.25028670002939,41.450566500017885,41.43358930002432,41.43358930002432,41.43358930002432,,,41.88420180004323,,,,p,0,0,left,right,,,,,,,,q,0.4441289999522269,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,42,2,10,p,0.43138120003277436,None,,,,,10,2,42,3,41.90026690001832,,,,,,,,,41.88492829998722,41.90026690001832,42.10034710000036,42.083483700000215,42.083483700000215,42.083483700000215,,,42.517226100026164,,,,q,0,0,right,left,,,,,,,,p,0.43138120003277436,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,43,3,10,p,0.5809208999853581,None,,,,,10,3,43,2,42.53366479999386,,,,,,,,,42.51772500004154,42.53366479999386,42.733714600035455,42.717123200010974,42.717123200010974,42.717123200010974,43.21703790000174,43.21703790000174,43.300816900038626,,,,q,0,1,left,left,,,,,,,,p,0.5809208999853581,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,44,0,11,p,0.37659960001474246,None,,,,,11,0,44,3,43.31684690003749,,,,,,,,,43.30140490003396,43.31684690003749,43.51686490001157,43.50018860003911,43.50018860003911,43.50018860003911,,,43.88382460002322,,,,q,0,0,right,left,,,,,,,,p,0.37659960001474246,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,45,1,11,q,0.4225118000176735,None,,,,,11,1,45,1,43.90046939998865,,,,,,,,,43.88411799998721,43.90046939998865,44.10039790003793,44.083663300029,44.083663300029,44.083663300029,,,44.517670500034,,,,p,0,1,right,right,,,,,,,,q,0.4225118000176735,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,46,2,11,q,0.4134701000293717,None,,,,,11,2,46,0,44.533561900025234,,,,,,,,,44.51833069999702,44.533561900025234,44.73354929999914,44.71696869999869,44.71696869999869,44.71696869999869,,,45.13365360000171,,,,p,0,0,left,right,,,,,,,,q,0.4134701000293717,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,47,3,11,q,0.3737159000011161,None,,,,,11,3,47,2,45.150408899993636,,,,,,,,,45.13401720003458,45.150408899993636,45.35005990002537,45.333572900039144,45.333572900039144,45.333572900039144,,,45.717188200040255,,,,q,1,1,left,left,,,,,,,,q,0.3737159000011161,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,48,0,12,p,0.44689560000551865,None,,,,,12,0,48,2,45.733313900011126,,,,,,,,,45.717501800041646,45.733313900011126,45.93368379998719,45.91694309999002,45.91694309999002,45.91694309999002,,,46.36752790003084,,,,q,0,1,left,left,,,,,,,,p,0.44689560000551865,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,49,1,12,p,0.48551889997906983,None,,,,,12,1,49,1,46.383615500002634,,,,,,,,,46.368031800026074,46.383615500002634,46.58355380001012,46.56676180002978,46.56676180002978,46.56676180002978,47.06682840001304,47.06682840001304,47.06748610001523,,,,p,1,1,right,right,,,,,,,,p,0.48551889997906983,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,50,2,12,p,0.5619687999715097,None,,,,,12,2,50,3,47.083418900030665,,,,,,,,,47.06820630002767,47.083418900030665,47.28349020000314,47.26677769998787,47.26677769998787,47.26677769998787,47.76665700000012,47.76665700000012,47.833667500002775,,,,q,0,0,right,left,,,,,,,,p,0.5619687999715097,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,51,3,12,q,0.31431719998363405,None,,,,,12,3,51,0,47.85010620002868,,,,,,,,,47.8340245000436,47.85010620002868,48.04990760004148,48.033280900039244,48.033280900039244,48.033280900039244,,,48.35072889999719,,,,p,0,0,left,right,,,,,,,,q,0.31431719998363405,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,52,0,13,p,0.5581854999763891,None,,,,,13,0,52,3,48.36674910003785,,,,,,,,,48.3514942000038,48.36674910003785,48.56680410000263,48.55006300000241,48.55006300000241,48.55006300000241,49.04984460002743,49.04984460002743,49.11715840001125,,,,q,0,0,right,left,,,,,,,,p,0.5581854999763891,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,53,1,13,q,0.5459291000152007,None,,,,,13,1,53,1,49.13350990001345,,,,,,,,,49.11752400000114,49.13350990001345,49.3335686000064,49.316630300018005,49.316630300018005,49.316630300018005,49.81682400003774,49.81682400003774,49.86728440003935,,,,p,0,1,right,right,,,,,,,,q,0.5459291000152007,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,54,2,13,q,0.525984600011725,None,,,,,13,2,54,0,49.8833799000131,,,,,,,,,49.8680558000342,49.8833799000131,50.08366310002748,50.06685609999113,50.06685609999113,50.06685609999113,50.56676220003283,50.56676220003283,50.60052050004015,,,,p,0,0,left,right,,,,,,,,q,0.525984600011725,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,55,3,13,p,0.42272830003639683,None,,,,,13,3,55,2,50.61687830003211,,,,,,,,,50.601301999995485,50.61687830003211,50.81679910002276,50.80028510000557,50.80028510000557,50.80028510000557,,,51.23381669999799,,,,q,0,1,left,left,,,,,,,,p,0.42272830003639683,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,56,0,14,p,0.4016803000122309,None,,,,,14,0,56,3,51.25019039999461,,,,,,,,,51.23435939999763,51.25019039999461,51.45007920003263,51.4334486000007,51.4334486000007,51.4334486000007,,,51.85074750002241,,,,q,0,0,right,left,,,,,,,,p,0.4016803000122309,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,57,1,14,q,0.3437067000195384,None,,,,,14,1,57,2,51.86712350003654,,,,,,,,,51.85117959999479,51.86712350003654,52.066764099989086,52.05010240001138,52.05010240001138,52.05010240001138,,,52.400327100011054,,,,q,1,1,left,left,,,,,,,,q,0.3437067000195384,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,58,2,14,q,0.3988105999887921,None,,,,,14,2,58,0,52.4167781000142,,,,,,,,,52.40073230001144,52.4167781000142,52.61680940003134,52.600021700025536,52.600021700025536,52.600021700025536,,,53.00046030001249,,,,p,0,0,left,right,,,,,,,,q,0.3988105999887921,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,59,3,14,q,0.45567759999539703,None,,,,,14,3,59,1,53.01669010001933,,,,,,,,,53.000753900036216,53.01669010001933,53.216807599994354,53.200113800005056,53.200113800005056,53.200113800005056,,,53.6672689000261,,,,p,0,1,right,right,,,,,,,,q,0.45567759999539703,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,60,0,15,q,0.4498941999627277,None,,,,,15,0,60,1,53.683187299990095,,,,,,,,,53.66775670001516,53.683187299990095,53.883276500040665,53.866728399996646,53.866728399996646,53.866728399996646,,,54.31704300001729,,,,p,0,1,right,right,,,,,,,,q,0.4498941999627277,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,61,1,15,q,0.7703583999536932,None,,,,,15,1,61,0,54.33323470002506,,,,,,,,,54.31760970002506,54.33323470002506,54.53352290001931,54.51661900000181,54.51661900000181,54.51661900000181,55.016629400022794,55.016629400022794,55.30049220001092,,,,p,0,0,left,right,,,,,,,,q,0.7703583999536932,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,62,2,15,p,0.4915679999976419,None,,,,,15,2,62,2,55.31664780003484,,,,,,,,,55.30125070002396,55.31664780003484,55.516787600005046,55.50001830002293,55.50001830002293,55.50001830002293,55.99957899999572,55.99957899999572,55.999988200026564,,,,q,0,1,left,left,,,,,,,,p,0.4915679999976419,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,63,3,15,p,0.47136219998355955,None,,,,,15,3,63,3,56.01626850001048,,,,,,,,,56.00055620004423,56.01626850001048,56.21631230000639,56.199679300014395,56.199679300014395,56.199679300014395,56.699605000030715,56.699605000030715,56.68331059999764,,,,q,0,0,right,left,,,,,,,,p,0.47136219998355955,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,64,0,16,p,0.35567410005023703,None,,,,,16,0,64,2,56.699605000030715,,,,,,,,,56.683893500012346,56.699605000030715,56.899587900028564,56.88278780004475,56.88278780004475,56.88278780004475,,,57.25013120000949,,,,q,0,1,left,left,,,,,,,,p,0.35567410005023703,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,65,1,16,q,0.37681500002508983,None,,,,,16,1,65,0,57.26628919999348,,,,,,,,,57.25076160003664,57.26628919999348,57.4662784000393,57.4495925999945,57.4495925999945,57.4495925999945,,,57.833229100040626,,,,p,0,0,left,right,,,,,,,,q,0.37681500002508983,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,66,2,16,p,0.3058988000266254,None,,,,,16,2,66,3,57.849579100031406,,,,,,,,,57.83379669999704,57.849579100031406,58.04960670002038,58.03276630002074,58.03276630002074,58.03276630002074,,,58.34997109998949,,,,q,0,0,right,left,,,,,,,,p,0.3058988000266254,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,67,3,16,p,0.34087180002825335,None,,,,,16,3,67,1,58.3662015000009,,,,,,,,,58.3505897000432,58.3662015000009,58.56646050000563,58.54958320001606,58.54958320001606,58.54958320001606,,,58.90058160002809,,,,p,1,1,right,right,,,,,,,,p,0.34087180002825335,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,68,0,17,q,0.38598679995629936,None,,,,,17,0,68,1,58.916324399993755,,,,,,,,,58.90093230002094,58.916324399993755,59.11663370003225,59.09985960001359,59.09985960001359,59.09985960001359,,,59.5003568000393,,,,p,0,1,right,right,,,,,,,,q,0.38598679995629936,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,69,1,17,p,0.26824850001139566,None,,,,,17,1,69,2,59.51637389999814,,,,,,,,,59.50084069999866,59.51637389999814,59.716268500022124,59.69976009998936,59.69976009998936,59.69976009998936,,,59.98362120002275,,,,q,0,1,left,left,,,,,,,,p,0.26824850001139566,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,70,2,17,q,0.3523030000505969,None,,,,,17,2,70,3,59.999874800036196,,,,,,,,,59.98445200000424,59.999874800036196,60.19972490001237,60.1831269999966,60.1831269999966,60.1831269999966,,,60.5504757000017,,,,q,1,0,right,left,,,,,,,,q,0.3523030000505969,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,71,3,17,p,0.5859221999999136,None,,,,,17,3,71,0,60.56648979999591,,,,,,,,,60.55079680000199,60.56648979999591,60.766542900004424,60.74994010000955,60.74994010000955,60.74994010000955,61.24982960004127,61.24982960004127,61.350464900024235,,,,p,1,0,left,right,,,,,,,,p,0.5859221999999136,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,72,0,18,q,0.6272669000318274,None,,,,,18,0,72,0,61.36638030002359,,,,,,,,,61.350896499992814,61.36638030002359,61.56665280001471,61.5498206000193,61.5498206000193,61.5498206000193,62.04974730004324,62.04974730004324,62.18316549999872,,,,p,0,0,left,right,,,,,,,,q,0.6272669000318274,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,73,1,18,q,0.4235515999607742,None,,,,,18,1,73,1,62.19992010004353,,,,,,,,,62.183674600033555,62.19992010004353,62.39966520003509,62.38305709999986,62.38305709999986,62.38305709999986,,,62.816721500013955,,,,p,0,1,right,right,,,,,,,,q,0.4235515999607742,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,74,2,18,p,0.42236780002713203,None,,,,,18,2,74,2,62.83321310003521,,,,,,,,,62.81706560001476,62.83321310003521,63.03313779999735,63.016493000031915,63.016493000031915,63.016493000031915,,,63.45036379998783,,,,q,0,1,left,left,,,,,,,,p,0.42236780002713203,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,75,3,18,p,0.5038312000106089,None,,,,,18,3,75,3,63.466464400000405,,,,,,,,,63.45121780002955,63.466464400000405,63.666571700014174,63.649708200013265,63.649708200013265,63.649708200013265,64.1497909000027,64.1497909000027,64.16676610003924,,,,q,0,0,right,left,,,,,,,,p,0.5038312000106089,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,76,0,19,q,0.43754950002767146,None,,,,,19,0,76,1,64.18280830001459,,,,,,,,,64.16708929999731,64.18280830001459,64.38297070004046,64.36638449999737,64.36638449999737,64.36638449999737,,,64.81671210000059,,,,p,0,1,right,right,,,,,,,,q,0.43754950002767146,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,77,1,19,q,0.4113698999863118,None,,,,,19,1,77,2,64.8330038000131,,,,,,,,,64.81709430000046,64.8330038000131,65.03293009998742,65.01619100000244,65.01619100000244,65.01619100000244,,,65.43354990001535,,,,q,1,1,left,left,,,,,,,,q,0.4113698999863118,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,78,2,19,p,0.46391719998791814,None,,,,,19,2,78,0,65.4497186000226,,,,,,,,,65.43420050002169,65.4497186000226,65.64974030002486,65.63293359999079,65.63293359999079,65.63293359999079,,,66.09998380002799,,,,p,1,0,left,right,,,,,,,,p,0.46391719998791814,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,79,3,19,p,0.6341834000195377,None,,,,,19,3,79,3,66.11648020002758,,,,,,,,,66.10029400000349,66.11648020002758,66.31651540001621,66.29967640002724,66.29967640002724,66.29967640002724,66.79983179998817,66.79983179998817,66.94998650002526,,,,q,0,0,right,left,,,,,,,,p,0.6341834000195377,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,80,0,20,q,0.3690408000256866,None,,,,,20,0,80,2,66.9664295000257,,,,,,,,,66.95029020000948,66.9664295000257,67.16634699999122,67.149433100014,67.149433100014,67.149433100014,,,67.53354959998978,,,,q,1,1,left,left,,,,,,,,q,0.3690408000256866,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,81,1,20,p,0.6043155000079423,None,,,,,20,1,81,3,67.54965100000845,,,,,,,,,67.53399910003645,67.54965100000845,67.74969180003973,67.73280450003222,67.73280450003222,67.73280450003222,68.2329991000006,68.2329991000006,68.350100700045,,,,q,0,0,right,left,,,,,,,,p,0.6043155000079423,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,82,2,20,q,0.532075299997814,None,,,,,20,2,82,0,68.36636750004254,,,,,,,,,68.35040039999876,68.36636750004254,68.56631329999072,68.54963220003992,68.54963220003992,68.54963220003992,69.0495898000081,69.0495898000081,69.08321370003978,,,,p,0,0,left,right,,,,,,,,q,0.532075299997814,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,83,3,20,q,0.44492690003244206,None,,,,,20,3,83,1,69.09955690003699,,,,,,,,,69.0839804999996,69.09955690003699,69.29965870000888,69.28287340002134,69.28287340002134,69.28287340002134,,,69.73344189999625,,,,p,0,1,right,right,,,,,,,,q,0.44492690003244206,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,84,0,21,q,0.4021012000157498,None,,,,,21,0,84,1,69.7496475999942,,,,,,,,,69.73422560002655,69.7496475999942,69.94977910001762,69.93288370000664,69.93288370000664,69.93288370000664,,,70.35012529999949,,,,p,0,1,right,right,,,,,,,,q,0.4021012000157498,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,85,1,21,q,0.4805358999874443,None,,,,,21,1,85,0,70.36622730002273,,,,,,,,,70.35064419999253,70.36622730002273,70.56631640001433,70.5494395000278,70.5494395000278,70.5494395000278,71.04937210003845,71.04937210003845,71.03323120001005,,,,p,0,0,left,right,,,,,,,,q,0.4805358999874443,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,86,2,21,p,0.4088967000134289,None,,,,,21,2,86,3,71.04937210003845,,,,,,,,,71.0336563999881,71.04937210003845,71.24962560000131,71.23304650001228,71.23304650001228,71.23304650001228,,,71.65012740000384,,,,q,0,0,right,left,,,,,,,,p,0.4088967000134289,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,87,3,21,p,0.3897247000131756,None,,,,,21,3,87,2,71.66627260000678,,,,,,,,,71.65043129998958,71.66627260000678,71.86614769999869,71.84956880001118,71.84956880001118,71.84956880001118,,,72.25018870003987,,,,q,0,1,left,left,,,,,,,,p,0.3897247000131756,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,88,0,22,q,0.4629123999620788,None,,,,,22,0,88,0,72.26619180000853,,,,,,,,,72.2509653000161,72.26619180000853,72.46617900003912,72.44952170003671,72.44952170003671,72.44952170003671,,,72.91669119999278,,,,p,0,0,left,right,,,,,,,,q,0.4629123999620788,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,right,89,1,22,p,0.45309120003366843,None,,,,,22,1,89,3,72.93279079999775,,,,,,,,,72.91716469998937,72.93279079999775,73.13278580002952,73.11622630001511,73.11622630001511,73.11622630001511,,,73.58340699999826,,,,q,0,0,right,left,,,,,,,,p,0.45309120003366843,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
circle,left,90,2,22,p,0.4256984999519773,None,,,,,22,2,90,2,73.59954409999773,,,,,,,,,73.58417009998811,73.59954409999773,73.79964059998747,73.78284719999647,73.78284719999647,73.78284719999647,,,74.21669920004206,,,,q,0,1,left,left,,,,,,,,p,0.4256984999519773,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,91,3,22,q,0.5074973999871872,None,,,,,22,3,91,1,74.23281880002469,,,,,,,,,74.21721690002596,74.23281880002469,74.43267410004046,74.4161838000291,74.4161838000291,74.4161838000291,74.91618290002225,74.91618290002225,74.93346060003387,,,,p,0,1,right,right,,,,,,,,q,0.5074973999871872,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,left,92,0,23,q,0.594949499994982,None,,,,,23,0,92,0,74.94936640001833,,,,,,,,,74.93404030002421,74.94936640001833,75.14941640000325,75.1328274999978,75.1328274999978,75.1328274999978,75.63237820001086,75.63237820001086,75.73259900003904,,,,p,0,0,left,right,,,,,,,,q,0.594949499994982,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
square,right,93,1,23,q,0.4718427999760024,None,,,,,23,1,93,1,75.74904190003872,,,,,,,,,75.73311820003437,75.74904190003872,75.94907860003877,75.93226560001494,75.93226560001494,75.93226560001494,76.43223420000868,76.43223420000868,76.41623949998757,,,,p,0,1,right,right,,,,,,,,q,0.4718427999760024,None,,,,,,,,P002,001,21,man,2025-11-20_10h04.51.425,SimonTask,,2025.1.1,60.00556852423264,p,q,2025-11-20 10h05.02.089879 +0530,
