Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Routine1.started,StudyText.started,Studyslider.started,Routine1.stopped,trials.Studyslider.response,trials.Studyslider.rt,Routine2.started,TestText.started,textbox.started,submit_text.started,testmouse.started,Routine2.stopped,trials_2.textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Pastry,10,10,0,1.1703703703703703,0.5805572000099346,,,,,,,,,,,,0,10,10,9,,,,,3.9510340000269935,,3.938793799956329,3.9510340000269935,3.9510340000269935,4.535146499983966,1.1703703703703703,0.5805572000099346,,,,,,,,,,,,,,,P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
marble,11,11,0,1.1703703703703703,0.2159531000070274,,,,,,,,,,,,0,11,11,3,,,,,4.551930999965407,,4.536933199968189,4.551930999965407,4.551930999965407,4.769015299971215,1.1703703703703703,0.2159531000070274,,,,,,,,,,,,,,,P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
cushion,12,12,0,1.3777777777777778,0.5156469000503421,,,,,,,,,,,,0,12,12,1,,,,,4.784519299981184,,4.770645099924877,4.784519299981184,4.784519299981184,5.301800100016408,1.3777777777777778,0.5156469000503421,,,,,,,,,,,,,,,P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
board,13,13,0,1.3777777777777778,0.19820360001176596,,,,,,,,,,,,0,13,13,4,,,,,5.318460199981928,,5.304626500001177,5.318460199981928,5.318460199981928,5.518578300019726,1.3777777777777778,0.19820360001176596,,,,,,,,,,,,,,,P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
Case,14,14,0,1.011111111111111,0.549332799972035,,,,,,,,,,,,0,14,14,10,,,,,5.534427699982189,,5.520452499971725,5.534427699982189,5.534427699982189,6.085286399931647,1.011111111111111,0.549332799972035,,,,,,,,,,,,,,,P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,0,0,0,,,_ho_e,Phone,old,SHOES,"[np.float64(-0.3), np.float64(-0.12407407407407407)]","[np.float64(-0.2759259259259259), np.float64(-0.29444444444444445)]","[1, 1]","[0, 0]","[0, 0]","[2.312318000011146, 4.5269040000857785]","[None, 'submit_text']",,,,,0,0,0,12,6.101258100010455,,,,,,,,6.091942099970765,6.101258100010455,6.101258100010455,6.101258100010455,0.006656400044448674,10.61903689999599,SHOES,"[np.float64(-0.3), np.float64(-0.12407407407407407)]","[np.float64(-0.2759259259259259), np.float64(-0.29444444444444445)]","[1, 1]","[0, 0]","[0, 0]","[2.312318000011146, 4.5269040000857785]","[None, 'submit_text']",P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,1,1,0,,,P_li_e,Police,old,police,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[4.396854899940081],['submit_text'],,,,,0,1,1,7,10.634438199922442,,,,,,,,10.621940799988806,10.634438199922442,10.634438199922442,10.634438199922442,0.0028047000523656607,15.019053200026974,police,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[4.396854899940081],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,2,2,0,,,l_pt_p,Laptop,old,laptop,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.8959650000324473],['submit_text'],,,,,0,2,2,0,15.035018699942157,,,,,,,,15.022680699941702,15.035018699942157,15.035018699942157,15.035018699942157,0.0031302999705076218,17.918924600002356,laptop,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.8959650000324473],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,3,3,0,,,_ou_e,Mouse,old,house,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.146855399943888],['submit_text'],,,,,0,3,3,3,17.934232500032522,,,,,,,,17.921571200015023,17.934232500032522,17.934232500032522,17.934232500032522,0.002553700003772974,20.068646700005047,house,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.146855399943888],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,4,4,0,,,K_y_,Keys,old,kets,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.896400999976322],['submit_text'],,,,,0,4,4,8,20.084502800018527,,,,,,,,20.072122899931855,20.084502800018527,20.084502800018527,20.084502800018527,0.0033599999733269215,21.968836899963208,kets,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.896400999976322],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,5,5,0,,,p_nc_l,Pencil,new,pencil,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.39726180001162],['submit_text'],,,,,0,5,5,16,21.98402570001781,,,,,,,,21.97210599994287,21.98402570001781,21.98402570001781,21.98402570001781,0.0031479999888688326,24.369610799942166,pencil,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.39726180001162],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,6,6,0,,,_ha_t,Chart,old,chart,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.828906900016591],['submit_text'],,,,,0,6,6,1,24.384296000003815,,,,,,,,24.3730161000276,24.384296000003815,24.384296000003815,24.384296000003815,0.0032390999840572476,26.20218159991782,chart,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.828906900016591],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,7,7,0,,,_a_bl_,Marble,old,table,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.579260900034569],['submit_text'],,,,,0,7,7,11,26.217434099991806,,,,,,,,26.206187399919145,26.217434099991806,26.217434099991806,26.217434099991806,0.0038844000082463026,28.785744399996474,table,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.579260900034569],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,8,8,0,,,v_s_,Vase,new,vase,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.095109899993986],['submit_text'],,,,,0,8,8,17,28.80063469999004,,,,,,,,28.79076919995714,28.80063469999004,28.80063469999004,28.80063469999004,0.004893400007858872,30.886206700000912,vase,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.095109899993986],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,9,9,0,,,c_s_,Case,old,case,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.9804376000538468],['submit_text'],,,,,0,9,9,5,30.900464799953625,,,,,,,,30.88878849998582,30.900464799953625,30.900464799953625,30.900464799953625,0.0025019999593496323,32.86955599999055,case,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.9804376000538468],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,10,10,0,,,_ru_s_,Cruise,old,cruise,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.442652699886821],['submit_text'],,,,,0,10,10,6,32.88558040000498,,,,,,,,32.87471799994819,32.88558040000498,32.88558040000498,32.88558040000498,0.004969700006768107,36.317711399984546,cruise,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.442652699886821],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,11,11,0,,,bo_t_e,Bottle,new,bottle,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.414734899997711],['submit_text'],,,,,0,11,11,18,36.333798600011505,,,,,,,,36.320415499969386,36.333798600011505,36.333798600011505,36.333798600011505,0.002598999999463558,38.735474599990994,bottle,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.414734899997711],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,12,12,0,,,_oo_,Book,old,bool,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.8950704999733716],['submit_text'],,,,,0,12,12,13,38.75029799994081,,,,,,,,38.73945350002032,38.75029799994081,38.75029799994081,38.75029799994081,0.003853700007312,40.63479359995108,bool,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.8950704999733716],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,13,13,0,,,c_m_ra,Camera,new,camera,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.1155088000232354],['submit_text'],,,,,0,13,13,19,40.65027470001951,,,,,,,,40.6366894999519,40.65027470001951,40.65027470001951,40.65027470001951,0.001818799995817244,42.752542199916206,camera,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.1155088000232354],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,14,14,0,,,t_a_l_,Table,new,travel,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[4.143526599975303],['submit_text'],,,,,0,14,14,15,42.76680330000818,,,,,,,,42.75758019997738,42.76680330000818,42.76680330000818,42.76680330000818,0.0048593999817967415,46.90150319994427,travel,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[4.143526599975303],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,15,15,0,,,c_s_io_,Cushion,old,cushion,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.5301586999557912],['submit_text'],,,,,0,15,15,14,46.91670800000429,,,,,,,,46.90561239991803,46.91670800000429,46.91670800000429,46.91670800000429,0.0039715999737381935,50.4362756999908,cushion,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.5301586999557912],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,16,16,0,,,_o_rd,Board,old,chord,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.943977399962023],['submit_text'],,,,,0,16,16,10,50.45023149996996,,,,,,,,50.44101910002064,50.45023149996996,50.45023149996996,50.45023149996996,0.00456040003336966,52.385389199946076,chord,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.943977399962023],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,17,17,0,,,T_hi_t,Tshirt,old,tshirt,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.3967727998970076],['submit_text'],,,,,0,17,17,2,52.39999029994942,,,,,,,,52.38860790000763,52.39999029994942,52.39999029994942,52.39999029994942,0.003085999982431531,54.78587639995385,tshirt,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.3967727998970076],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,18,18,0,,,P_str_,Pastry,old,pastry,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.6586383999092504],['submit_text'],,,,,0,18,18,4,54.800190999987535,,,,,,,,54.79272139992099,54.800190999987535,54.800190999987535,54.800190999987535,0.006604599999263883,57.45185690000653,pastry,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.6586383999092504],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
,19,19,0,,,P_st_r,Poster,old,poster,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.1944290000246838],['submit_text'],,,,,0,19,19,9,57.46691269997973,,,,,,,,57.45716520003043,57.46691269997973,57.46691269997973,57.46691269997973,0.005132399965077639,59.65209969994612,poster,[np.float64(-0.12407407407407407)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.1944290000246838],['submit_text'],P002,001,21,2025-10-14_17h17.57.770,WordPriming_Experiment,,2025.1.1,60.025450803250514,2025-10-14 17h18.07.861473 +0530,
