Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Routine1.started,StudyText.started,Studyslider.started,Routine1.stopped,trials.Studyslider.response,trials.Studyslider.rt,Routine2.started,TestText.started,textbox.started,submit_text.started,testmouse.started,Routine2.stopped,trials_2.textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,7,7,0,,,_ou_e,Mouse,old,house,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[3.5116586999502033],['submit_text'],,,,,0,7,7,3,38.56061689998023,,,,,,,,38.551877700025216,38.56061689998023,38.56061689998023,38.56061689998023,0.004174400004558265,42.06402409996372,house,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[3.5116586999502033],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,8,8,0,,,_ha_t,Chart,old,chart,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.2583342000143602],['submit_text'],,,,,0,8,8,1,42.07803710002918,,,,,,,,42.07110169995576,42.07803710002918,42.07803710002918,42.07803710002918,0.006916100042872131,44.330000299960375,chart,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.2583342000143602],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,9,9,0,,,bo_t_e,Bottle,new,bottle,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[4.29314580000937],['submit_text'],,,,,0,9,9,18,44.34394659998361,,,,,,,,44.335003299987875,44.34394659998361,44.34394659998361,44.34394659998361,0.004681000020354986,48.62852639995981,bottle,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[4.29314580000937],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,10,10,0,,,c_m_ra,Camera,new,camers,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[4.8802832999499515],['submit_text'],,,,,0,10,10,19,48.64413659996353,,,,,,,,48.63229310000315,48.64413659996353,48.64413659996353,48.64413659996353,0.003662400064058602,53.513129899976775,camers,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[4.8802832999499515],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,11,11,0,,,l_pt_p,Laptop,old,laptop,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.226050099940039],['submit_text'],,,,,0,11,11,0,53.52712270000484,,,,,,,,53.51749420003034,53.52712270000484,53.52712270000484,53.52712270000484,0.004152199951931834,55.743865499971434,laptop,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.226050099940039],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,12,12,0,,,P_st_r,Poster,old,poster,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.016060500056483],['submit_text'],,,,,0,12,12,9,55.76022970001213,,,,,,,,55.745822299970314,55.76022970001213,55.76022970001213,55.76022970001213,0.0018545000348240137,57.76226810005028,poster,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.016060500056483],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,13,13,0,,,v_s_,Vase,new,vase,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.6240640999749303],['submit_text'],,,,,0,13,13,17,57.77707139996346,,,,,,,,57.76957720005885,57.77707139996346,57.77707139996346,57.77707139996346,0.007127600023522973,59.39409770001657,vase,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.6240640999749303],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,14,14,0,,,c_s_,Case,old,case,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.4657285999273881],['submit_text'],,,,,0,14,14,5,59.41007240000181,,,,,,,,59.39644559996668,59.41007240000181,59.41007240000181,59.41007240000181,0.002216199995018542,60.8624805000145,case,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.4657285999273881],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,15,15,0,,,_ru_s_,Cruise,old,cruise,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.178677099989727],['submit_text'],,,,,0,15,15,6,60.876706999959424,,,,,,,,60.86565890000202,60.876706999959424,60.876706999959424,60.876706999959424,0.00306979997549206,63.044698799960315,cruise,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[2.178677099989727],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,16,16,0,,,T_hi_t,Tshirt,old,tshirt,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.8135987999849021],['submit_text'],,,,,0,16,16,2,63.05997760000173,,,,,,,,63.04838519997429,63.05997760000173,63.05997760000173,63.05997760000173,0.0035679000429809093,64.86241289996542,tshirt,[np.float64(-0.07407407407407407)],[np.float64(-0.3037037037037037)],[1],[0],[0],[1.8135987999849021],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,17,17,0,,,p_nc_l,Pencil,new,pencil,[np.float64(-0.07592592592592592)],[np.float64(-0.3055555555555556)],[1],[0],[0],[2.9623190000420436],['submit_text'],,,,,0,17,17,16,64.87674049998168,,,,,,,,64.86757799994666,64.87674049998168,64.87674049998168,64.87674049998168,0.004950599977746606,67.83039290003944,pencil,[np.float64(-0.07592592592592592)],[np.float64(-0.3055555555555556)],[1],[0],[0],[2.9623190000420436],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,18,18,0,,,_ho_e,Phone,old,shore,[np.float64(-0.07592592592592592)],[np.float64(-0.3055555555555556)],[1],[0],[0],[4.944441100000404],['submit_text'],,,,,0,18,18,12,67.84328340005595,,,,,,,,67.83378169999924,67.84328340005595,67.84328340005595,67.84328340005595,0.003276999923400581,72.7786008999683,shore,[np.float64(-0.07592592592592592)],[np.float64(-0.3055555555555556)],[1],[0],[0],[4.944441100000404],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
,19,19,0,,,K_y_,Keys,old,keys,[np.float64(-0.07592592592592592)],[np.float64(-0.3055555555555556)],[1],[0],[0],[1.5805136000271887],['submit_text'],,,,,0,19,19,8,72.7928028999595,,,,,,,,72.78120389999822,72.7928028999595,72.7928028999595,72.7928028999595,0.0024987999349832535,74.36228210001718,keys,[np.float64(-0.07592592592592592)],[np.float64(-0.3055555555555556)],[1],[0],[0],[1.5805136000271887],['submit_text'],P004,001,21,2025-10-14_17h20.34.779,WordPriming_Experiment,,2025.1.1,59.94736621645226,2025-10-14 17h20.42.196646 +0530,
