Pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Routine_1.started,Fixation.started,Fixation.stopped,Line1.started,Line2.started,Line3.started,Line4.started,Probe.started,key_resp.started,Routine_1.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Routine_2.started,Fixation2.started,line1.started,line2.started,line3.started,line4.started,Fixation2.stopped,probe2.started,key_resp_2.started,Routine_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.38655389996711165,None,,,,,0,0,0,0,,,,,0.009963100077584386,,0.005974299972876906,0.009963100077584386,1.0081118000671268,1.0081118000671268,1.0081118000671268,1.0081118000671268,1.0081118000671268,2.0084125000284985,2.0084125000284985,2.4086068000178784,x,1,0.38655389996711165,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
150,v,1,1,0,v,1,0.26553420000709593,None,,,,,0,1,1,1,,,,,2.4263320000609383,,2.4088054000167176,2.4263320000609383,3.4249816000228748,3.409552500001155,3.409552500001155,3.409552500001155,3.409552500001155,4.408090500044636,4.408090500044636,4.675075100036338,v,1,0.26553420000709593,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
50,c,2,2,0,c,1,0.2962296000914648,None,,,,,0,2,2,2,,,,,4.693303600070067,,4.675260600051843,4.693303600070067,5.691618600045331,5.676160800037906,5.676160800037906,5.676160800037906,5.676160800037906,6.675464999978431,6.675464999978431,6.975023300037719,c,1,0.2962296000914648,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-150,z,3,3,0,z,1,0.29246620007324964,None,,,,,0,3,3,3,,,,,6.993084599962458,,6.975322699989192,6.993084599962458,7.991321800043806,7.975953200017102,7.975953200017102,7.975953200017102,7.975953200017102,8.974860100075603,8.974860100075603,9.274911600048654,z,1,0.29246620007324964,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-50,x,4,0,1,x,1,0.3792125000618398,None,,,,,1,0,4,0,,,,,9.292924800072797,,9.275092100026086,9.292924800072797,10.291279400000349,10.276163800037466,10.276163800037466,10.276163800037466,10.276163800037466,11.275053999968804,11.275053999968804,11.65829459996894,x,1,0.3792125000618398,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
150,v,5,1,1,v,1,0.21861579990945756,None,,,,,1,1,5,1,,,,,11.676028000074439,,11.658485700027086,11.676028000074439,12.674495200044475,12.659167399979196,12.659167399979196,12.659167399979196,12.659167399979196,13.658686900045723,13.658686900045723,13.891854000044987,v,1,0.21861579990945756,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
50,c,6,2,1,c,1,0.3258858999470249,None,,,,,1,2,6,2,,,,,13.909278000006452,,13.892083000042476,13.909278000006452,14.907691600034013,14.892510500038043,14.892510500038043,14.892510500038043,14.892510500038043,15.89109940000344,15.89109940000344,16.224683000007644,c,1,0.3258858999470249,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-150,z,7,3,1,z,1,0.1949474000139162,None,,,,,1,3,7,3,,,,,16.242686700075865,,16.224861299968325,16.242686700075865,17.24110290000681,17.22584069997538,17.22584069997538,17.22584069997538,17.22584069997538,18.224412300041877,18.224412300041877,18.425656600040384,z,1,0.1949474000139162,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-50,x,8,0,2,x,1,0.2979850999545306,None,,,,,2,0,8,0,,,,,18.442763700033538,,18.42583870003,18.442763700033538,19.441108500002883,19.425848599988967,19.425848599988967,19.425848599988967,19.425848599988967,20.424967400031164,20.424967400031164,20.724730300018564,x,1,0.2979850999545306,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
150,v,9,1,2,v,1,0.12214969994965941,None,,,,,2,1,9,1,,,,,20.742180400062352,,20.72490170004312,20.742180400062352,21.741130999987945,21.725715800072066,21.725715800072066,21.725715800072066,21.725715800072066,22.72429160005413,22.72429160005413,22.857984000002034,v,1,0.12214969994965941,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
50,c,10,2,2,c,1,0.14533359999768436,None,,,,,2,2,10,2,,,,,22.876112599973567,,22.85818029998336,22.876112599973567,23.87476220005192,23.858936400036328,23.858936400036328,23.858936400036328,23.858936400036328,24.857523899991065,24.857523899991065,25.008572299964726,c,1,0.14533359999768436,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-150,z,11,3,2,z,1,0.0240168001037091,None,,,,,2,3,11,3,,,,,25.02535380003974,,25.008776500006206,25.02535380003974,26.024225100059994,26.008893699967302,26.008893699967302,26.008893699967302,26.008893699967302,27.007593899965286,27.007593899965286,27.04121010005474,z,1,0.0240168001037091,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-50,x,12,0,3,x,1,0.5404493999667466,None,,,,,3,0,12,0,,,,,27.058879800024442,,27.041392000042833,27.058879800024442,28.057450899970718,28.042163599980995,28.042163599980995,28.042163599980995,28.042163599980995,29.041653700056486,29.041653700056486,29.59132630005479,x,1,0.5404493999667466,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
150,v,13,1,3,v,1,0.26080769998952746,None,,,,,3,1,13,1,,,,,29.609400000073947,,29.59149610006716,29.609400000073947,30.607379500055686,30.592262299964204,30.592262299964204,30.592262299964204,30.592262299964204,31.59071929997299,31.59071929997299,31.85782570007723,v,1,0.26080769998952746,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
50,c,14,2,3,c,1,0.5017046000575647,None,,,,,3,2,14,2,,,,,31.875408999971114,,31.85800900007598,31.875408999971114,32.87470609997399,32.8588736000238,32.8588736000238,32.8588736000238,32.8588736000238,33.8576022000052,33.8576022000052,34.374961900059134,c,1,0.5017046000575647,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-150,z,15,3,3,z,1,0.03596709994599223,None,,,,,3,3,15,3,,,,,34.39263550005853,,34.3756524999626,34.39263550005853,35.390651899972,35.37678659998346,35.37678659998346,35.37678659998346,35.37678659998346,36.390782900038175,36.390782900038175,36.44101050007157,z,1,0.03596709994599223,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
-50,x,16,0,4,x,1,0.3073877999559045,None,,,,,4,0,16,0,,,,,36.45944510004483,,36.44137130002491,36.45944510004483,37.457054600003175,37.443138399976306,37.443138399976306,37.443138399976306,37.443138399976306,38.440681500011124,38.440681500011124,38.75757470005192,x,1,0.3073877999559045,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
150,v,17,1,4,v,1,0.1354191000573337,None,,,,,4,1,17,1,,,,,38.77687489998061,,38.75793640001211,38.77687489998061,39.79038879997097,39.75894369999878,39.75894369999878,39.75894369999878,39.75894369999878,40.75692249997519,40.75692249997519,40.90760759997647,v,1,0.1354191000573337,None,,,,,,,,,,,,,,,P005,001,,2025-10-03_21h45.06.202,MotorSequence,,2025.1.1,59.963650037788035,2025-10-03 21h45.13.769235 +0530,
