Pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Routine_1.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp.started,Routine_1.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Routine_2.started,Fixation2.started,line1.started,line2.started,line3.started,line4.started,Fixation2.stopped,probe2.started,key_resp_2.started,Routine_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
150,v,17,1,4,v,1,0.9320455999113619,None,,,,,4,1,17,1,,,,,49.09994710003957,,49.0828566000564,49.09994710003957,50.08350270008668,50.08350270008668,50.08350270008668,50.08350270008668,50.09804700000677,51.097873000078835,51.097873000078835,52.032070100074634,v,1,0.9320455999113619,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
50,c,18,2,4,c,1,0.8571394999744371,None,,,,,4,2,18,2,,,,,52.05000530008692,,52.032654100097716,52.05000530008692,53.0335770000238,53.0335770000238,53.0335770000238,53.0335770000238,53.04806540010031,54.031333000049926,54.031333000049926,54.89884050004184,c,1,0.8571394999744371,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-150,z,19,3,4,z,1,0.7115064000245184,None,,,,,4,3,19,3,,,,,54.91660600004252,,54.89937760005705,54.91660600004252,55.899512400035746,55.899512400035746,55.899512400035746,55.899512400035746,55.91386130009778,56.91461179999169,56.91461179999169,57.632120500085875,z,1,0.7115064000245184,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-50,x,20,0,5,x,1,0.636080399970524,None,,,,,5,0,20,0,,,,,57.649882600060664,,57.63278410001658,57.649882600060664,58.63354609999806,58.63354609999806,58.63354609999806,58.63354609999806,58.647836700081825,59.64777740009595,59.64777740009595,60.29859880008735,x,1,0.636080399970524,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
150,v,21,1,5,v,1,0.8912780999671668,None,,,,,5,1,21,1,,,,,60.316480300039984,,60.29920150001999,60.316480300039984,61.299527600058354,61.299527600058354,61.299527600058354,61.299527600058354,61.31438720005099,62.297842300031334,62.297842300031334,63.198796400101855,v,1,0.8912780999671668,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
50,c,22,2,5,c,1,0.749638200039044,None,,,,,5,2,22,2,,,,,63.2160717000952,,63.19937819999177,63.2160717000952,64.1994704999961,64.1994704999961,64.1994704999961,64.1994704999961,64.21450270002242,65.21438160003163,65.21438160003163,65.96498550008982,c,1,0.749638200039044,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-150,z,23,3,5,z,1,0.5999714999925345,None,,,,,5,3,23,3,,,,,65.98271070001647,,65.9655488000717,65.98271070001647,66.96576759999152,66.96576759999152,66.96576759999152,66.96576759999152,66.9811562000541,67.96406860009301,67.96406860009301,68.5649080000585,z,1,0.5999714999925345,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-50,x,24,0,6,x,1,0.7368326999712735,None,,,,,6,0,24,0,,,,,68.58277800003998,,68.56547180004418,68.58277800003998,69.56596780009568,69.56596780009568,69.56596780009568,69.56596780009568,69.58096570009366,70.56420430005528,70.56420430005528,71.31456480000634,x,1,0.7368326999712735,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
150,v,25,1,6,v,1,1.0399471999844536,None,,,,,6,1,25,1,,,,,71.33250000001863,,71.3152407000307,71.33250000001863,72.31596790009644,72.31596790009644,72.31596790009644,72.31596790009644,72.33103240001947,73.31389450002462,73.31389450002462,74.36483420000877,v,1,1.0399471999844536,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
50,c,26,2,6,c,1,0.9199282999616116,None,,,,,6,2,26,2,,,,,74.38251150003634,,74.36542000004556,74.38251150003634,75.3660939000547,75.3660939000547,75.3660939000547,75.3660939000547,75.38070820004214,76.36395270004869,76.36395270004869,77.2980142000597,c,1,0.9199282999616116,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-150,z,27,3,6,z,1,0.5266791000030935,None,,,,,6,3,27,3,,,,,77.31566600000951,,77.29857580002863,77.31566600000951,78.2991875000298,78.2991875000298,78.2991875000298,78.2991875000298,78.313816400012,79.2971802999964,79.2971802999964,79.83157010003924,z,1,0.5266791000030935,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-50,x,28,0,7,x,1,0.5721315999981016,None,,,,,7,0,28,0,,,,,79.8492798000807,,79.83223080006428,79.8492798000807,80.83242190000601,80.83242190000601,80.83242190000601,80.83242190000601,80.84749469999224,81.83080560003873,81.83080560003873,82.41449400002602,x,1,0.5721315999981016,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
150,v,29,1,7,v,1,0.8456142999930307,None,,,,,7,1,29,1,,,,,82.4324877000181,,82.41508390009403,82.4324877000181,83.4156397000188,83.4156397000188,83.4156397000188,83.4156397000188,83.43052410008386,84.41384290007409,84.41384290007409,85.26469650003128,v,1,0.8456142999930307,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
50,c,30,2,7,c,1,0.8104798999847844,None,,,,,7,2,30,2,,,,,85.2826236000983,,85.2652830000734,85.2826236000983,86.2655686000362,86.2655686000362,86.2655686000362,86.2655686000362,86.28058520006016,87.26361180003732,87.26361180003732,88.08130670001265,c,1,0.8104798999847844,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-150,z,31,3,7,z,1,0.5622632999438792,None,,,,,7,3,31,3,,,,,88.09888220007997,,88.08188930002507,88.09888220007997,89.08261650009081,89.08261650009081,89.08261650009081,89.08261650009081,89.09700090007391,90.08026350010186,90.08026350010186,90.64792480005417,z,1,0.5622632999438792,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-50,x,32,0,8,x,1,0.6308868000051007,None,,,,,8,0,32,0,,,,,90.66588710003998,,90.64859420002904,90.66588710003998,91.64897940005176,91.64897940005176,91.64897940005176,91.64897940005176,91.66361899999902,92.64700550003909,92.64700550003909,93.28110480005853,x,1,0.6308868000051007,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
150,v,33,1,8,v,1,0.8207622000481933,None,,,,,8,1,33,1,,,,,93.29904300009366,,93.28170170006342,93.29904300009366,94.28226620005444,94.28226620005444,94.28226620005444,94.28226620005444,94.2971494999947,95.2802340000635,95.2802340000635,96.11439150001388,v,1,0.8207622000481933,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
50,c,34,2,8,c,1,0.8017948999768123,None,,,,,8,2,34,2,,,,,96.13242989999708,,96.1149229001021,96.13242989999708,97.11525600007735,97.11525600007735,97.11525600007735,97.11525600007735,97.13013950001914,98.13016040006187,98.13016040006187,98.9475766000105,c,1,0.8017948999768123,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-150,z,35,3,8,z,1,0.5827863999875262,None,,,,,8,3,35,3,,,,,98.96527310006786,,98.94816090003587,98.96527310006786,99.94866570003796,99.94866570003796,99.94866570003796,99.94866570003796,99.96325940010138,100.96331070002634,100.96331070002634,101.54726840008516,z,1,0.5827863999875262,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-50,x,36,0,9,x,1,0.6847992000402883,None,,,,,9,0,36,0,,,,,101.5654583000578,,101.54792020004243,101.5654583000578,102.54864890000317,102.54864890000317,102.54864890000317,102.54864890000317,102.56324680009857,103.54634620004799,103.54634620004799,104.24757570005022,x,1,0.6847992000402883,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
150,v,37,1,9,v,1,0.7087669000029564,None,,,,,9,1,37,1,,,,,104.26513479999267,,104.2481703000376,104.26513479999267,105.24833600001875,105.24833600001875,105.24833600001875,105.24833600001875,105.26295960007701,106.26342180010397,106.26342180010397,106.98075640003663,v,1,0.7087669000029564,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
50,c,38,2,9,c,1,0.7414062999887392,None,,,,,9,2,38,2,,,,,106.998384000035,,106.98131820000708,106.998384000035,107.98162520001642,107.98162520001642,107.98162520001642,107.98162520001642,107.99667810008395,108.9796261000447,108.9796261000447,109.73085410008207,c,1,0.7414062999887392,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-150,z,39,3,9,z,1,0.7310506999492645,None,,,,,9,3,39,3,,,,,109.74840120004956,,109.73143560008612,109.74840120004956,110.73155520006549,110.73155520006549,110.73155520006549,110.73155520006549,110.7458609000314,111.74594720010646,111.74594720010646,112.48062500008382,z,1,0.7310506999492645,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
-50,x,40,0,10,x,1,0.7123780000256374,None,,,,,10,0,40,0,,,,,112.49826290004421,,112.48120290006045,112.49826290004421,113.48145150009077,113.48145150009077,113.48145150009077,113.48145150009077,113.49644210003316,114.4798253000481,114.4798253000481,115.19700160005596,x,1,0.7123780000256374,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
150,v,41,1,10,v,1,0.8968802000163123,None,,,,,10,1,41,1,,,,,115.21456059999764,,115.19755060004536,115.21456059999764,116.19812620000448,116.19812620000448,116.19812620000448,116.19812620000448,116.21259290003218,117.1962732000975,117.1962732000975,118.09705410001334,v,1,0.8968802000163123,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
50,c,42,2,10,c,1,0.7368352999910712,None,,,,,10,2,42,2,,,,,118.11447440006305,,118.09761779999826,118.11447440006305,119.09790749999229,119.09790749999229,119.09790749999229,119.09790749999229,119.11242330004461,120.09638640005141,120.09638640005141,120.84709490009118,c,1,0.7368352999910712,None,,,,,,,,,,,,,,,P003,001,21,2025-10-03_12h04.54.969,MotorSequence,,2025.1.1,59.90211992992102,2025-10-03 12h05.03.938137 +0530,
