Pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Routine_1.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp.started,Routine_1.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Routine_2.started,Fixation2.started,line1.started,line2.started,line3.started,line4.started,Fixation2.stopped,probe2.started,key_resp_2.started,Routine_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,Age,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.17263919999822974,None,,,,,2,2,10,2,,,,,22.63542049995158,,22.61847890005447,22.63542049995158,23.619088700041175,23.619088700041175,23.619088700041175,23.619088700041175,23.634051900007762,24.633858300046995,24.633858300046995,24.817807900020853,c,1,0.17263919999822974,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,11,3,2,z,1,0.19552539999131113,None,,,,,2,3,11,3,,,,,24.835168099962175,,24.818724100012332,24.835168099962175,25.819652699981816,25.819652699981816,25.819652699981816,25.819652699981816,25.8336672000587,26.816932099987753,26.816932099987753,27.01788529998157,z,1,0.19552539999131113,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,12,0,3,x,1,0.4894792000995949,None,,,,,3,0,12,0,,,,,27.035412800032645,,27.018429700052366,27.035412800032645,28.019382299971767,28.019382299971767,28.019382299971767,28.019382299971767,28.03351990005467,29.016898300033063,29.016898300033063,29.517906400025822,x,1,0.4894792000995949,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,13,1,3,v,1,0.0064335999777540565,None,,,,,3,1,13,1,,,,,29.535333500010893,,29.518922499963082,29.535333500010893,30.51854409999214,30.51854409999214,30.51854409999214,30.51854409999214,30.534000299987383,31.533452400006354,31.533452400006354,31.551463500014506,v,1,0.0064335999777540565,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,14,2,3,c,1,0.23181820008903742,None,,,,,3,2,14,2,,,,,31.56949430005625,,31.552153200027533,31.56949430005625,32.55186470004264,32.55186470004264,32.55186470004264,32.55186470004264,32.56683929997962,33.56665090005845,33.56665090005845,33.80064340005629,c,1,0.23181820008903742,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,15,3,3,z,1,0.0015553999692201614,None,,,,,3,3,15,3,,,,,33.818870799965225,,33.80126249999739,33.818870799965225,34.8017106000334,34.8017106000334,34.8017106000334,34.8017106000334,34.81728269997984,35.80051460000686,35.80051460000686,35.817525499965996,z,1,0.0015553999692201614,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,16,0,4,x,1,0.2794599999906495,None,,,,,4,0,16,0,,,,,35.83518599998206,,35.81807260005735,35.83518599998206,36.81893039995339,36.81893039995339,36.81893039995339,36.81893039995339,36.8333980999887,37.83340440003667,37.83340440003667,38.11751849995926,x,1,0.2794599999906495,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,17,1,4,v,1,0.003578700008802116,None,,,,,4,1,17,1,,,,,38.13500540005043,,38.11807750002481,38.13500540005043,39.11847670003772,39.11847670003772,39.11847670003772,39.11847670003772,39.13329120003618,40.13312010001391,40.13312010001391,40.150721200043336,v,1,0.003578700008802116,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,18,2,4,c,1,0.0992108000209555,None,,,,,4,2,18,2,,,,,40.16829159995541,,40.15131210000254,40.16829159995541,41.15153899998404,41.15153899998404,41.15153899998404,41.15153899998404,41.1670882999897,42.16626740002539,42.16626740002539,42.26724760001525,c,1,0.0992108000209555,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,19,3,4,z,1,0.057318000006489456,None,,,,,4,3,19,3,,,,,42.28495580004528,,42.26786260004155,42.28495580004528,43.26842219999526,43.26842219999526,43.26842219999526,43.26842219999526,43.28321440005675,44.2669506999664,44.2669506999664,44.3337791999802,z,1,0.057318000006489456,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,20,0,5,x,1,0.34448820003308356,None,,,,,5,0,20,0,,,,,44.35173910006415,,44.33436660002917,44.35173910006415,45.334968799958006,45.334968799958006,45.334968799958006,45.334968799958006,45.349928400013596,46.33304249995854,46.33304249995854,46.68370910000522,x,1,0.34448820003308356,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,21,1,5,v,1,0.046984000015072525,None,,,,,5,1,21,1,,,,,46.70133219996933,,46.68427049997263,46.70133219996933,47.68554650002625,47.68554650002625,47.68554650002625,47.68554650002625,47.69974459998775,48.682822500006296,48.682822500006296,48.73395350005012,v,1,0.046984000015072525,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,22,2,5,c,1,0.2870523000601679,None,,,,,5,2,22,2,,,,,48.7514432000462,,48.73527359997388,48.7514432000462,49.734718000050634,49.734718000050634,49.734718000050634,49.734718000050634,49.74982809997164,50.74962650006637,50.74962650006637,51.05096530006267,c,1,0.2870523000601679,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,23,3,5,z,1,0.3671312000369653,None,,,,,5,3,23,3,,,,,51.06879950000439,,51.05176659999415,51.06879950000439,52.051424799952656,52.051424799952656,52.051424799952656,52.051424799952656,52.066193200065754,53.066244999994524,53.066244999994524,53.45081059995573,z,1,0.3671312000369653,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,24,0,6,x,1,0.12078659993130714,None,,,,,6,0,24,0,,,,,53.46779180003796,,53.45140160003211,53.46779180003796,54.45193740003742,54.45193740003742,54.45193740003742,54.45193740003742,54.46609979995992,55.46622900001239,55.46622900001239,55.600218300009146,x,1,0.12078659993130714,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,25,1,6,v,1,0.3033505000639707,None,,,,,6,1,25,1,,,,,55.61800969997421,,55.60075460001826,55.61800969997421,56.601709399954416,56.601709399954416,56.601709399954416,56.601709399954416,56.616543199983425,57.59947769995779,57.59947769995779,57.91747430001851,v,1,0.3033505000639707,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,26,2,6,c,1,0.23544920003041625,None,,,,,6,2,26,2,,,,,57.9344028000487,,57.91808289999608,57.9344028000487,58.91831550002098,58.91831550002098,58.91831550002098,58.91831550002098,58.93231159995776,59.932917800033465,59.932917800033465,60.18342420004774,c,1,0.23544920003041625,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,27,3,6,z,1,0.04654330003540963,None,,,,,6,3,27,3,,,,,60.20130139996763,,60.18406010000035,60.20130139996763,61.1844284000108,61.1844284000108,61.1844284000108,61.1844284000108,61.19954689999577,62.199204799951985,62.199204799951985,62.25020270003006,z,1,0.04654330003540963,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,28,0,7,x,1,0.09916520002298057,None,,,,,7,0,28,0,,,,,62.26777300005779,,62.2508189000655,62.26777300005779,63.25115010002628,63.25115010002628,63.25115010002628,63.25115010002628,63.26609519997146,64.26608359999955,64.26608359999955,64.36641400004737,x,1,0.09916520002298057,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,29,1,7,c,0,0.011101500014774501,None,,,,,7,1,29,1,,,,,64.38427519996185,,64.36700930004008,64.38427519996185,65.36827730003279,65.36827730003279,65.36827730003279,65.36827730003279,65.38298500003293,66.36588269995991,66.36588269995991,66.38305930001661,c,0,0.011101500014774501,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,30,2,7,c,1,0.3055530999554321,None,,,,,7,2,30,2,,,,,66.40105610003229,,66.38360749999993,66.40105610003229,67.38448620005511,67.38448620005511,67.38448620005511,67.38448620005511,67.39914350002073,68.3824419999728,68.3824419999728,68.70040099998005,c,1,0.3055530999554321,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,31,3,7,z,1,0.28824869997333735,None,,,,,7,3,31,3,,,,,68.71816920000128,,68.70129610004369,68.71816920000128,69.70127730001695,69.70127730001695,69.70127730001695,69.70127730001695,69.71573679998983,70.71552780002821,70.71552780002821,71.01634490001015,z,1,0.28824869997333735,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,32,0,8,x,1,0.3010675000259653,None,,,,,8,0,32,0,,,,,71.03449900005944,,71.01693150005303,71.03449900005944,72.01738610002212,72.01738610002212,72.01738610002212,72.01738610002212,72.03237749997061,73.01565549999941,73.01565549999941,73.33287889999337,x,1,0.3010675000259653,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,33,1,8,v,1,0.08281549997627735,None,,,,,8,1,33,1,,,,,73.35077230003662,,73.33347369998228,73.35077230003662,74.3342581000179,74.3342581000179,74.3342581000179,74.3342581000179,74.3489667000249,75.33274940005504,75.33274940005504,75.41681169997901,v,1,0.08281549997627735,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,34,2,8,c,1,0.3978622000431642,None,,,,,8,2,34,2,,,,,75.43399240006693,,75.4174583000131,75.43399240006693,76.41747430001851,76.41747430001851,76.41747430001851,76.41747430001851,76.43216800002847,77.43268039997201,77.43268039997201,77.83269640000071,c,1,0.3978622000431642,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,35,3,8,z,1,0.46952579997014254,None,,,,,8,3,35,3,,,,,77.85062419995666,,77.83322360005695,77.85062419995666,78.83409829996526,78.83409829996526,78.83409829996526,78.83409829996526,78.8488640000578,79.83166909997817,79.83166909997817,80.31633719999809,z,1,0.46952579997014254,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,36,0,9,x,1,0.6253997000167146,None,,,,,9,0,36,0,,,,,80.33388980000746,,80.31701190001331,80.33388980000746,81.31754329998512,81.31754329998512,81.31754329998512,81.31754329998512,81.33261669997592,82.31534810003359,82.31534810003359,82.9494502999587,x,1,0.6253997000167146,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,37,1,9,v,1,0.25943229999393225,None,,,,,9,1,37,1,,,,,82.96731259999797,,82.95002740004566,82.96731259999797,83.95066560001578,83.95066560001578,83.95066560001578,83.95066560001578,83.96602030005306,84.96544639999047,84.96544639999047,85.23348769999575,v,1,0.25943229999393225,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,38,2,9,c,1,0.13449209998361766,None,,,,,9,2,38,2,,,,,85.2511547000613,,85.23422660003416,85.2511547000613,86.2337872000644,86.2337872000644,86.2337872000644,86.2337872000644,86.24855969997589,87.24918479996268,87.24918479996268,87.39925000001676,c,1,0.13449209998361766,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,39,3,9,z,1,0.14199879998341203,None,,,,,9,3,39,3,,,,,87.41704129998107,,87.39985980000347,87.41704129998107,88.40031160006765,88.40031160006765,88.40031160006765,88.40031160006765,88.41539249999914,89.39857419999316,89.39857419999316,89.54930409998633,z,1,0.14199879998341203,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,40,0,10,x,1,0.2395937000401318,None,,,,,10,0,40,0,,,,,89.56731299997773,,89.54991209995933,89.56731299997773,90.55120910005644,90.55120910005644,90.55120910005644,90.55120910005644,90.56509260006715,91.54902280005626,91.54902280005626,91.79966370004695,x,1,0.2395937000401318,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,41,1,10,v,1,0.16782610001973808,None,,,,,10,1,41,1,,,,,91.81670329999179,,91.8002505999757,91.81670329999179,92.80043619999196,92.80043619999196,92.80043619999196,92.80043619999196,92.81549850001466,93.8153054000577,93.8153054000577,93.99897960003,v,1,0.16782610001973808,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,42,2,10,c,1,0.4131242000730708,None,,,,,10,2,42,2,,,,,94.01734899997246,,93.99962470005266,94.01734899997246,95.0009498000145,95.0009498000145,95.0009498000145,95.0009498000145,95.01492029998917,95.99836980004329,95.99836980004329,96.4160436000675,c,1,0.4131242000730708,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,43,3,10,z,1,0.23659510002471507,None,,,,,10,3,43,3,,,,,96.43358149996493,,96.4166389000602,96.43358149996493,97.4168076000642,97.4168076000642,97.4168076000642,97.4168076000642,97.43166370003019,98.43138129997533,98.43138129997533,98.68261310004164,z,1,0.23659510002471507,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,44,0,11,x,1,0.5541949999751523,None,,,,,11,0,44,0,,,,,98.70086830004584,,98.6831675999565,98.70086830004584,99.6836551000597,99.6836551000597,99.6836551000597,99.6836551000597,99.69879190006759,100.6986872999696,100.6986872999696,101.26553450000938,x,1,0.5541949999751523,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,45,1,11,v,1,0.21718969999346882,None,,,,,11,1,45,1,,,,,101.28318030002993,,101.26611409999896,101.28318030002993,102.26663530000951,102.26663530000951,102.26663530000951,102.26663530000951,102.28124579996802,103.26486120000482,103.26486120000482,103.49888710002415,v,1,0.21718969999346882,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,46,2,11,c,1,0.9368983999593183,None,,,,,11,2,46,2,,,,,103.5169700999977,,103.49941980000585,103.5169700999977,104.50022539997008,104.50022539997008,104.50022539997008,104.50022539997008,104.51486880006269,105.49799579998944,105.49799579998944,106.44903939997312,c,1,0.9368983999593183,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,47,3,11,z,1,0.272209900082089,None,,,,,11,3,47,3,,,,,106.46664680005051,,106.4497749999864,106.46664680005051,107.44978709996212,107.44978709996212,107.44978709996212,107.44978709996212,107.46486259996891,108.46510410006158,108.46510410006158,108.74927280005068,z,1,0.272209900082089,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,48,0,12,x,1,0.21160859998781234,None,,,,,12,0,48,0,,,,,108.76673909998499,,108.74995379999746,108.76673909998499,109.75013549998403,109.75013549998403,109.75013549998403,109.75013549998403,109.76495710003655,110.76465490006376,110.76465490006376,110.98193190002348,x,1,0.21160859998781234,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,49,1,12,v,1,0.02095289994031191,None,,,,,12,1,49,1,,,,,110.99963440001011,,110.9825334000634,110.99963440001011,111.98307640000712,111.98307640000712,111.98307640000712,111.98307640000712,111.99776800000109,112.98168369999621,112.98168369999621,113.01564999995753,v,1,0.02095289994031191,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,50,2,12,c,1,0.24864600005093962,None,,,,,12,2,50,2,,,,,113.03360880003311,,113.01647150004283,113.03360880003311,114.01688640005887,114.01688640005887,114.01688640005887,114.01688640005887,114.03128730005119,115.01454020000529,115.01454020000529,115.26523210003506,c,1,0.24864600005093962,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,51,3,12,z,1,0.2363916999893263,None,,,,,12,3,51,3,,,,,115.28312240005471,,115.26577319996431,115.28312240005471,116.26658880000468,116.26658880000468,116.26658880000468,116.26658880000468,116.28112429997418,117.26427759998478,117.26427759998478,117.51549220003653,z,1,0.2363916999893263,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,52,0,13,x,1,0.03797780000604689,None,,,,,13,0,52,0,,,,,117.53286509995814,,117.51602440001443,117.53286509995814,118.51628470001742,118.51628470001742,118.51628470001742,118.51628470001742,118.53136699995957,119.5315302000381,119.5315302000381,119.58251089998521,x,1,0.03797780000604689,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
150,v,53,1,13,v,1,0.037031899904832244,None,,,,,13,1,53,1,,,,,119.5995778000215,,119.58307140006218,119.5995778000215,120.5837236000225,120.5837236000225,120.5837236000225,120.5837236000225,120.59759110002778,121.59759300004225,121.59759300004225,121.64853280002717,v,1,0.037031899904832244,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
50,c,54,2,13,c,1,0.200946900062263,None,,,,,13,2,54,2,,,,,121.66601719998289,,121.6491128000198,121.66601719998289,122.64942539995536,122.64942539995536,122.64942539995536,122.64942539995536,122.6641893000342,123.66464980004821,123.66464980004821,123.88172010006383,c,1,0.200946900062263,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-150,z,55,3,13,z,1,0.04889870004262775,None,,,,,13,3,55,3,,,,,123.89956980000716,,123.8822992000496,123.89956980000716,124.88314160006121,124.88314160006121,124.88314160006121,124.88314160006121,124.89745529997163,125.8813731999835,125.8813731999835,125.93164550000802,z,1,0.04889870004262775,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
-50,x,56,0,14,x,1,0.23144809994846582,None,,,,,14,0,56,0,,,,,125.94933169998694,,125.93225930002518,125.94933169998694,126.93296510004438,126.93296510004438,126.93296510004438,126.93296510004438,126.94749649998266,127.94791760004591,127.94791760004591,128.18140330002643,x,1,0.23144809994846582,None,,,,,,,,,,,,,,,P004,001,19,2025-10-03_16h25.44.879,MotorSequence,,2025.1.1,59.99671218307543,2025-10-03 16h25.57.980716 +0530,
